# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  561       3.419647551010e-10       1.312823700717e-12       1.837374347400e-12       0.000000000000e+00       4.873584554458e-14       1.295698484757e-15      -9.986658277407e-17 
  562       3.412525036954e-10       1.337449922226e-12       1.971999084780e-12       0.000000000000e+00       4.842558150074e-14       1.321756576088e-15      -1.098032363423e-16 
  563       3.405158204576e-10       1.362716905017e-12       2.103574898095e-12       0.000000000000e+00       4.811771313229e-14       1.348334730149e-15      -1.196458480022e-16 
  564       3.397550918168e-10       1.388620283278e-12       2.231983861752e-12       0.000000000000e+00       4.781219744372e-14       1.375402537248e-15      -1.293932812033e-16 
  565       3.389707116604e-10       1.415155568298e-12       2.357106793344e-12       0.000000000000e+00       4.750899033269e-14       1.402929109855e-15      -1.390443991615e-16 
  566       3.381630924669e-10       1.442317294998e-12       2.478837575353e-12       0.000000000000e+00       4.720805331327e-14       1.430886167658e-15      -1.485982989487e-16 
  567       3.373326989489e-10       1.470096438659e-12       2.597126535043e-12       0.000000000000e+00       4.690937388731e-14       1.459257384359e-15      -1.580550203261e-16 
  568       3.364800153452e-10       1.498482930503e-12       2.711938170912e-12       0.000000000000e+00       4.661294568569e-14       1.488029277050e-15      -1.674148551981e-16 
  569       3.356055344402e-10       1.527466503575e-12       2.823236927530e-12       0.000000000000e+00       4.631876178335e-14       1.517188139714e-15      -1.766781153130e-16 
  570       3.347097576035e-10       1.557036691803e-12       2.930987196007e-12       0.000000000000e+00       4.602681469603e-14       1.546720042208e-15      -1.858451323764e-16 
  571       3.337931948288e-10       1.587182829051e-12       3.035153314446e-12       0.000000000000e+00       4.573709637693e-14       1.576610829243e-15      -1.949162581651e-16 
  572       3.328563647736e-10       1.617894048177e-12       3.135699568406e-12       0.000000000000e+00       4.544959821344e-14       1.606846119361e-15      -2.038918646407e-16 
  573       3.318997947983e-10       1.649159280082e-12       3.232590191361e-12       0.000000000000e+00       4.516431102381e-14       1.637411303921e-15      -2.127723440634e-16 
  574       3.309240210056e-10       1.680967252774e-12       3.325789365162e-12       0.000000000000e+00       4.488122505385e-14       1.668291546072e-15      -2.215581091057e-16 
  575       3.299295882795e-10       1.713306490417e-12       3.415261220496e-12       0.000000000000e+00       4.460032997364e-14       1.699471779739e-15      -2.302495929659e-16 
  576       3.289170503252e-10       1.746165312387e-12       3.500969837346e-12       0.000000000000e+00       4.432161487418e-14       1.730936708598e-15      -2.388472494825e-16 
  577       3.278869697076e-10       1.779531832330e-12       3.582879245451e-12       0.000000000000e+00       4.404506826414e-14       1.762670805059e-15      -2.473515532469e-16 
  578       3.268399178914e-10       1.813393957215e-12       3.660953424767e-12       0.000000000000e+00       4.377067806650e-14       1.794658309246e-15      -2.557629997180e-16 
  579       3.257764752798e-10       1.847739386390e-12       3.735156305926e-12       0.000000000000e+00       4.349843161529e-14       1.826883227976e-15      -2.640821053357e-16 
  580       3.246972312541e-10       1.882555610639e-12       3.805451770697e-12       0.000000000000e+00       4.322831565225e-14       1.859329333738e-15      -2.723094076342e-16 
  581       3.236027842129e-10       1.917829911232e-12       3.871803652446e-12       0.000000000000e+00       4.296031632355e-14       1.891980163675e-15      -2.804454653562e-16 
  582       3.224937416115e-10       1.953549358987e-12       3.934175736596e-12       0.000000000000e+00       4.269441917645e-14       1.924819018563e-15      -2.884908585666e-16 
  583       3.213707200012e-10       1.989700813322e-12       3.992531761087e-12       0.000000000000e+00       4.243060915605e-14       1.957828961791e-15      -2.964461887659e-16 
  584       3.202343450683e-10       2.026270921308e-12       4.046835416837e-12       0.000000000000e+00       4.216887060192e-14       1.990992818342e-15      -3.043120790042e-16 
  585       3.190852516738e-10       2.063246116728e-12       4.097050348199e-12       0.000000000000e+00       4.190918724482e-14       2.024293173771e-15      -3.120891739948e-16 
  586       3.179240838925e-10       2.100612619133e-12       4.143140153426e-12       0.000000000000e+00       4.165154220342e-14       2.057712373186e-15      -3.197781402279e-16 
  587       3.167514950522e-10       2.138356432893e-12       4.185068385128e-12       0.000000000000e+00       4.139591798095e-14       2.091232520229e-15      -3.273796660846e-16 
  588       3.155681477734e-10       2.176463346255e-12       4.222798550733e-12       0.000000000000e+00       4.114229646193e-14       2.124835476053e-15      -3.348944619501e-16 
  589       3.143747140081e-10       2.214918930397e-12       4.256294112945e-12       0.000000000000e+00       4.089065890882e-14       2.158502858306e-15      -3.423232603279e-16 
  590       3.131718750795e-10       2.253708538487e-12       4.285518490210e-12       0.000000000000e+00       4.064098595879e-14       2.192216040108e-15      -3.496668159533e-16 
  591       3.119603217209e-10       2.292817304734e-12       4.310435057168e-12       0.000000000000e+00       4.039325762031e-14       2.225956149032e-15      -3.569259059073e-16 
  592       3.107407541154e-10       2.332230143442e-12       4.331007145120e-12       0.000000000000e+00       4.014745326994e-14       2.259704066084e-15      -3.641013297300e-16 
  593       3.095138819351e-10       2.371931748073e-12       4.347198042485e-12       0.000000000000e+00       3.990355164896e-14       2.293440424684e-15      -3.711939095345e-16 
  594       3.082804243801e-10       2.411906590294e-12       4.358970995259e-12       0.000000000000e+00       3.966153086011e-14       2.327145609642e-15      -3.782044901208e-16 
  595       3.070411102182e-10       2.452138919037e-12       4.366289207479e-12       0.000000000000e+00       3.942136836423e-14       2.360799756143e-15      -3.851339390893e-16 
  596       3.057966778240e-10       2.492612759551e-12       4.369115841680e-12       0.000000000000e+00       3.918304097702e-14       2.394382748725e-15      -3.919831469545e-16 
  597       3.045478752182e-10       2.533311912462e-12       4.367414019355e-12       0.000000000000e+00       3.894652486566e-14       2.427874220257e-15      -3.987530272588e-16 
  598       3.032954601070e-10       2.574219952824e-12       4.361146821418e-12       0.000000000000e+00       3.871179554558e-14       2.461253550923e-15      -4.054445166864e-16 
  599       3.020401999212e-10       2.615320229175e-12       4.350277288661e-12       0.000000000000e+00       3.847882787709e-14       2.494499867198e-15      -4.120585751767e-16 
  600       3.007828718557e-10       2.656595862595e-12       4.334768422216e-12       0.000000000000e+00       3.824759606211e-14       2.527592040829e-15      -4.185961860381e-16 
  601       2.995242629088e-10       2.698029745758e-12       4.314583184014e-12       0.000000000000e+00       3.801807364085e-14       2.560508687819e-15      -4.250583560619e-16 
  602       2.982651699214e-10       2.739604541989e-12       4.289684497246e-12       0.000000000000e+00       3.779023348852e-14       2.593228167400e-15      -4.314461156359e-16 
  603       2.970063996161e-10       2.781302684319e-12       4.260035246823e-12       0.000000000000e+00       3.756404781199e-14       2.625728581019e-15      -4.377605188582e-16 
  604       2.957487686372e-10       2.823106374540e-12       4.225598279835e-12       0.000000000000e+00       3.733948814651e-14       2.657987771315e-15      -4.440026436507e-16 
  605       2.944930399627e-10       2.864998410226e-12       4.186347781839e-12       0.000000000000e+00       3.711652955766e-14       2.689987849856e-15      -4.501732520493e-16 
  606       2.932397303830e-10       2.906964689582e-12       4.142303705646e-12       0.000000000000e+00       3.689516336490e-14       2.721728902160e-15      -4.562717618589e-16 
  607       2.919892984641e-10       2.948991765041e-12       4.093498172457e-12       0.000000000000e+00       3.667538471783e-14       2.753215610669e-15      -4.622972504614e-16 
  608       2.907422077735e-10       2.991066020089e-12       4.039964175257e-12       0.000000000000e+00       3.645718841680e-14       2.784452756316e-15      -4.682487924005e-16 
  609       2.894989268986e-10       3.033173668590e-12       3.981735582988e-12       0.000000000000e+00       3.624056891090e-14       2.815445218992e-15      -4.741254593842e-16 
  610       2.882599294645e-10       3.075300754113e-12       3.918847144738e-12       0.000000000000e+00       3.602552029612e-14       2.846197978004e-15      -4.799263202876e-16 
  611       2.870256941534e-10       3.117433149254e-12       3.851334493926e-12       0.000000000000e+00       3.581203631335e-14       2.876716112544e-15      -4.856504411550e-16 
  612       2.857967047224e-10       3.159556554970e-12       3.779234152481e-12       0.000000000000e+00       3.560011034648e-14       2.907004802144e-15      -4.912968852027e-16 
  613       2.845734500224e-10       3.201656499899e-12       3.702583535027e-12       0.000000000000e+00       3.538973542048e-14       2.937069327142e-15      -4.968647128214e-16 
  614       2.833564240160e-10       3.243718339688e-12       3.621420953069e-12       0.000000000000e+00       3.518090419944e-14       2.966915069144e-15      -5.023529815785e-16 
  615       2.821461257968e-10       3.285727256320e-12       3.535785619173e-12       0.000000000000e+00       3.497360898467e-14       2.996547511486e-15      -5.077607462211e-16 
  616       2.809430596073e-10       3.327668257440e-12       3.445717651153e-12       0.000000000000e+00       3.476784171275e-14       3.025972239697e-15      -5.130870586778e-16 
  617       2.797477348574e-10       3.369526175682e-12       3.351258076250e-12       0.000000000000e+00       3.456359395361e-14       3.055194941958e-15      -5.183309680617e-16 
  618       2.785606661429e-10       3.411285667992e-12       3.252448835321e-12       0.000000000000e+00       3.436085690861e-14       3.084221409569e-15      -5.234915206730e-16 
  619       2.773823732645e-10       3.452931214960e-12       3.149332787017e-12       0.000000000000e+00       3.415962140857e-14       3.113057537408e-15      -5.285677600010e-16 
  620       2.762133812453e-10       3.494447120140e-12       3.041953711971e-12       0.000000000000e+00       3.395987791190e-14       3.141709324394e-15      -5.335587267268e-16 
  621       2.750542203501e-10       3.535817509382e-12       2.930356316979e-12       0.000000000000e+00       3.376161650262e-14       3.170182873951e-15      -5.384634587261e-16 
  622       2.739054261037e-10       3.577026330154e-12       2.814586239184e-12       0.000000000000e+00       3.356482688844e-14       3.198484394467e-15      -5.432809910712e-16 
  623       2.727675393088e-10       3.618057350870e-12       2.694690050260e-12       0.000000000000e+00       3.336949839888e-14       3.226620199759e-15      -5.480103560339e-16 
  624       2.716411060655e-10       3.658894160216e-12       2.570715260595e-12       0.000000000000e+00       3.317561998325e-14       3.254596709533e-15      -5.526505830879e-16 
  625       2.705266777888e-10       3.699520166478e-12       2.442710323473e-12       0.000000000000e+00       3.298318020880e-14       3.282420449850e-15      -5.572006989110e-16 
  626       2.694248112275e-10       3.739918596865e-12       2.310724639263e-12       0.000000000000e+00       3.279216725875e-14       3.310098053584e-15      -5.616597273880e-16 
  627       2.683360684830e-10       3.780072496837e-12       2.174808559595e-12       0.000000000000e+00       3.260256893036e-14       3.337636260885e-15      -5.660266896130e-16 
  628       2.672610170271e-10       3.819964729434e-12       2.035013391550e-12       0.000000000000e+00       3.241437263304e-14       3.365041919646e-15      -5.703006038919e-16 
  629       2.662002297208e-10       3.859577974597e-12       1.891391401837e-12       0.000000000000e+00       3.222756538637e-14       3.392321985958e-15      -5.744804857450e-16 
  630       2.651542848330e-10       3.898894728496e-12       1.743995820984e-12       0.000000000000e+00       3.204213381818e-14       3.419483524577e-15      -5.785653479092e-16 
  631       2.641237660586e-10       3.937897302861e-12       1.592880847516e-12       0.000000000000e+00       3.185806416266e-14       3.446533709386e-15      -5.825542003410e-16 
  632       2.631092625373e-10       3.976567824301e-12       1.438101652140e-12       0.000000000000e+00       3.167534225837e-14       3.473479823856e-15      -5.864460502186e-16 
  633       2.621113688715e-10       4.014888233636e-12       1.279714381929e-12       0.000000000000e+00       3.149395354636e-14       3.500329261508e-15      -5.902399019443e-16 
  634       2.611306851458e-10       4.052840285220e-12       1.117776164506e-12       0.000000000000e+00       3.131388306822e-14       3.527089526377e-15      -5.939347571475e-16 
  635       2.601678169442e-10       4.090405546267e-12       9.523451122247e-13       0.000000000000e+00       3.113511546415e-14       3.553768233472e-15      -5.975296146867e-16 
  636       2.592233753697e-10       4.127565396182e-12       7.834803263566e-13       0.000000000000e+00       3.095763497103e-14       3.580373109240e-15      -6.010234706523e-16 
  637       2.582979770622e-10       4.164301025881e-12       6.112419012727e-13       0.000000000000e+00       3.078142542050e-14       3.606911992027e-15      -6.044153183689e-16 
  638       2.573922442169e-10       4.200593437121e-12       4.356909286269e-13       0.000000000000e+00       3.060647023700e-14       3.633392832544e-15      -6.077041483981e-16 
  639       2.565068046031e-10       4.236423441826e-12       2.568895015400e-13       0.000000000000e+00       3.043275243590e-14       3.659823694321e-15      -6.108889485404e-16 
  640       2.556422915825e-10       4.271771661413e-12       7.490071878293e-14       0.000000000000e+00       3.026025462150e-14       3.686212754180e-15      -6.139687038384e-16 
  641       2.547993441278e-10       4.306618526118e-12      -1.102113110396e-13       0.000000000000e+00       3.008895898514e-14       3.712568302688e-15      -6.169423965788e-16 
  642       2.539786068409e-10       4.340944274320e-12      -2.983814653056e-13       0.000000000000e+00       2.991884730328e-14       3.738898744624e-15      -6.198090062952e-16 
  643       2.531807299717e-10       4.374728951873e-12      -4.895436031926e-13       0.000000000000e+00       2.974990093554e-14       3.765212599441e-15      -6.225675097703e-16 
  644       2.524062802892e-10       4.407954524967e-12      -6.836288713695e-13       0.000000000000e+00       2.958210347302e-14       3.791515857599e-15      -6.252172014565e-16 
  645       2.516554714438e-10       4.440611272582e-12      -8.805605874519e-13       0.000000000000e+00       2.941544875296e-14       3.817803982950e-15      -6.277586626916e-16 
  646       2.509284275399e-10       4.472691537369e-12      -1.080259232486e-12       0.000000000000e+00       2.924993302166e-14       3.844069730279e-15      -6.301928144217e-16 
  647       2.502252717227e-10       4.504187625140e-12      -1.282644125927e-12       0.000000000000e+00       2.908555229944e-14       3.870305772748e-15      -6.325205988637e-16 
  648       2.495461261717e-10       4.535091804806e-12      -1.487633420969e-12       0.000000000000e+00       2.892230237955e-14       3.896504701590e-15      -6.347429796003e-16 
  649       2.488911120929e-10       4.565396308315e-12      -1.695144099873e-12       0.000000000000e+00       2.876017882695e-14       3.922659025810e-15      -6.368609416755e-16 
  650       2.482603497114e-10       4.595093330586e-12      -1.905091969292e-12       0.000000000000e+00       2.859917697720e-14       3.948761171886e-15      -6.388754916893e-16 
  651       2.476539582648e-10       4.624175029452e-12      -2.117391655603e-12       0.000000000000e+00       2.843929193522e-14       3.974803483462e-15      -6.407876578927e-16 
  652       2.470720559951e-10       4.652633525589e-12      -2.331956600235e-12       0.000000000000e+00       2.828051857420e-14       4.000778221050e-15      -6.425984902831e-16 
  653       2.465147601421e-10       4.680460902458e-12      -2.548699054995e-12       0.000000000000e+00       2.812285153439e-14       4.026677561727e-15      -6.443090606992e-16 
  654       2.459821869357e-10       4.707649206243e-12      -2.767530077396e-12       0.000000000000e+00       2.796628522196e-14       4.052493598833e-15      -6.459204629159e-16 
  655       2.454744515888e-10       4.734190445780e-12      -2.988359525988e-12       0.000000000000e+00       2.781081380783e-14       4.078218341673e-15      -6.474338127395e-16 
  656       2.449916682899e-10       4.760076592506e-12      -3.211096055686e-12       0.000000000000e+00       2.765643122649e-14       4.103843715211e-15      -6.488502481029e-16 
  657       2.445339501961e-10       4.785299580383e-12      -3.435647113095e-12       0.000000000000e+00       2.750313117485e-14       4.129361559768e-15      -6.501709291605e-16 
  658       2.441014094253e-10       4.809851305846e-12      -3.661918931841e-12       0.000000000000e+00       2.735090711108e-14       4.154763630726e-15      -6.513970383832e-16 
  659       2.436941570495e-10       4.833723627731e-12      -3.889816527898e-12       0.000000000000e+00       2.719975225344e-14       4.180041598220e-15      -6.525297806535e-16 
  660       2.433123030872e-10       4.856908367219e-12      -4.119243694918e-12       0.000000000000e+00       2.704965957912e-14       4.205187046842e-15      -6.535703833610e-16 
  661       2.429559564961e-10       4.879397307768e-12      -4.350102999557e-12       0.000000000000e+00       2.690062182306e-14       4.230191475333e-15      -6.545200964965e-16 
  662       2.426252251660e-10       4.901182195051e-12      -4.582295776804e-12       0.000000000000e+00       2.675263147681e-14       4.255046296287e-15      -6.553801927480e-16 
  663       2.423202159113e-10       4.922254736896e-12      -4.815722125310e-12       0.000000000000e+00       2.660568078734e-14       4.279742835849e-15      -6.561519675955e-16 
  664       2.420410344641e-10       4.942606603218e-12      -5.050280902715e-12       0.000000000000e+00       2.645976175591e-14       4.304272333408e-15      -6.568367394056e-16 
  665       2.417877854663e-10       4.962229425958e-12      -5.285869720978e-12       0.000000000000e+00       2.631486613687e-14       4.328625941303e-15      -6.574358495273e-16 
  666       2.415605724630e-10       4.981114799021e-12      -5.522384941703e-12       0.000000000000e+00       2.617098543651e-14       4.352794724515e-15      -6.579506623863e-16 
  667       2.413594978948e-10       4.999254278213e-12      -5.759721671469e-12       0.000000000000e+00       2.602811091189e-14       4.376769660368e-15      -6.583825655809e-16 
  668       2.411846630905e-10       5.016639381175e-12      -5.997773757157e-12       0.000000000000e+00       2.588623356972e-14       4.400541638230e-15      -6.587329699761e-16 
  669       2.410361682601e-10       5.033261587322e-12      -6.236433781279e-12       0.000000000000e+00       2.574534416511e-14       4.424101459205e-15      -6.590033097997e-16 
  670       2.409141124873e-10       5.049112337780e-12      -6.475593057308e-12       0.000000000000e+00       2.560543320050e-14       4.447439835838e-15      -6.591950427365e-16 
  671       2.408185937224e-10       5.064183035321e-12      -6.715141625000e-12       0.000000000000e+00       2.546649092440e-14       4.470547391810e-15      -6.593096500237e-16 
  672       2.407497087748e-10       5.078465044305e-12      -6.954968245731e-12       0.000000000000e+00       2.532850733033e-14       4.493414661636e-15      -6.593486365462e-16 
  673       2.407075533057e-10       5.091949690608e-12      -7.194960397818e-12       0.000000000000e+00       2.519147215556e-14       4.516032090364e-15      -6.593135309311e-16 
  674       2.406922218213e-10       5.104628261568e-12      -7.435004271850e-12       0.000000000000e+00       2.505537488001e-14       4.538390033276e-15      -6.592058856434e-16 
  675       2.407038076650e-10       5.116492005917e-12      -7.674984766018e-12       0.000000000000e+00       2.492020472506e-14       4.560478755583e-15      -6.590272770805e-16 
  676       2.407424030101e-10       5.127532133717e-12      -7.914785481441e-12       0.000000000000e+00       2.478595065239e-14       4.582288432123e-15      -6.587793056676e-16 
  677       2.408080988530e-10       5.137739816301e-12      -8.154288717492e-12       0.000000000000e+00       2.465260136281e-14       4.603809147063e-15      -6.584635959528e-16 
  678       2.409009850055e-10       5.147106186205e-12      -8.393375467132e-12       0.000000000000e+00       2.452014529510e-14       4.625030893594e-15      -6.580817967018e-16 
  679       2.410211500877e-10       5.155622337111e-12      -8.631925412235e-12       0.000000000000e+00       2.438857062486e-14       4.645943573631e-15      -6.576355809934e-16 
  680       2.411686815206e-10       5.163279323776e-12      -8.869816918915e-12       0.000000000000e+00       2.425786526332e-14       4.666536997513e-15      -6.571266463142e-16 
  681       2.413436655190e-10       5.170068161977e-12      -9.106927032855e-12       0.000000000000e+00       2.412801685620e-14       4.686800883697e-15      -6.565567146540e-16 
  682       2.415461870841e-10       5.175979828441e-12      -9.343131474638e-12       0.000000000000e+00       2.399901278253e-14       4.706724858459e-15      -6.559275326005e-16 
  683       2.417762714688e-10       5.181007382439e-12      -9.578313431148e-12       0.000000000000e+00       2.387084190321e-14       4.726300115093e-15      -6.552405606322e-16 
  684       2.420337072174e-10       5.185152380385e-12      -9.812390145187e-12       0.000000000000e+00       2.374349985003e-14       4.745524430984e-15      -6.544960335259e-16 
  685       2.423182193341e-10       5.188418598033e-12      -1.004528688419e-11       0.000000000000e+00       2.361698384723e-14       4.764397257028e-15      -6.536938800804e-16 
  686       2.426295274463e-10       5.190809921709e-12      -1.027692819315e-11       0.000000000000e+00       2.349129097135e-14       4.782918067958e-15      -6.528340321191e-16 
  687       2.429673457821e-10       5.192330348788e-12      -1.050723789216e-11       0.000000000000e+00       2.336641815041e-14       4.801086362467e-15      -6.519164245040e-16 
  688       2.433313831480e-10       5.192983988180e-12      -1.073613907408e-11       0.000000000000e+00       2.324236216331e-14       4.818901663336e-15      -6.509409951519e-16 
  689       2.437213429066e-10       5.192775060809e-12      -1.096355410205e-11       0.000000000000e+00       2.311911963902e-14       4.836363517551e-15      -6.499076850491e-16 
  690       2.441369229543e-10       5.191707900094e-12      -1.118940460711e-11       0.000000000000e+00       2.299668705593e-14       4.853471496436e-15      -6.488164382665e-16 
  691       2.445778156991e-10       5.189786952437e-12      -1.141361148579e-11       0.000000000000e+00       2.287506074110e-14       4.870225195774e-15      -6.476672019755e-16 
  692       2.450437080381e-10       5.187016777696e-12      -1.163609489769e-11       0.000000000000e+00       2.275423686958e-14       4.886624235930e-15      -6.464599264626e-16 
  693       2.455342813352e-10       5.183402049673e-12      -1.185677426306e-11       0.000000000000e+00       2.263421146363e-14       4.902668261980e-15      -6.451945651447e-16 
  694       2.460492113991e-10       5.178947556596e-12      -1.207556826043e-11       0.000000000000e+00       2.251498039208e-14       4.918356943831e-15      -6.438710745847e-16 
  695       2.465881684604e-10       5.173658201597e-12      -1.229239482412e-11       0.000000000000e+00       2.239653936958e-14       4.933689976349e-15      -6.424894145065e-16 
  696       2.471508171500e-10       5.167539003195e-12      -1.250717114190e-11       0.000000000000e+00       2.227888395588e-14       4.948667079482e-15      -6.410495478100e-16 
  697       2.477368164760e-10       5.160595095782e-12      -1.271981365255e-11       0.000000000000e+00       2.216200955512e-14       4.963287998386e-15      -6.395514405866e-16 
  698       2.483458198022e-10       5.152831730098e-12      -1.293023804344e-11       0.000000000000e+00       2.204591141512e-14       4.977552503548e-15      -6.379950621347e-16 
  699       2.489774748252e-10       5.144254273719e-12      -1.313835924812e-11       0.000000000000e+00       2.193058462668e-14       4.991460390912e-15      -6.363803849741e-16 
  700       2.496314235523e-10       5.134868211534e-12      -1.334409144393e-11       0.000000000000e+00       2.181602412283e-14       5.005011482003e-15      -6.347073848621e-16 
  701       2.503073022791e-10       5.124679146233e-12      -1.354734804956e-11       0.000000000000e+00       2.170222467815e-14       5.018205624051e-15      -6.329760408083e-16 
  702       2.510047415673e-10       5.113692798780e-12      -1.374804172265e-11       0.000000000000e+00       2.158918090801e-14       5.031042690118e-15      -6.311863350897e-16 
  703       2.517233662225e-10       5.101915008904e-12      -1.394608435738e-11       0.000000000000e+00       2.147688726793e-14       5.043522579220e-15      -6.293382532664e-16 
  704       2.524627952715e-10       5.089351735574e-12      -1.414138708203e-11       0.000000000000e+00       2.136533805278e-14       5.055645216453e-15      -6.274317841963e-16 
  705       2.532226419403e-10       5.076009057484e-12      -1.433386025663e-11       0.000000000000e+00       2.125452739614e-14       5.067410553118e-15      -6.254669200507e-16 
  706       2.540025136318e-10       5.061893173536e-12      -1.452341347049e-11       0.000000000000e+00       2.114444926951e-14       5.078818566845e-15      -6.234436563293e-16 
  707       2.548020119032e-10       5.047010403319e-12      -1.470995553980e-11       0.000000000000e+00       2.103509748168e-14       5.089869261718e-15      -6.213619918758e-16 
  708       2.556207324439e-10       5.031367187591e-12      -1.489339450522e-11       0.000000000000e+00       2.092646567793e-14       5.100562668398e-15      -6.192219288924e-16 
  709       2.564582650534e-10       5.014970088765e-12      -1.507363762950e-11       0.000000000000e+00       2.081854733940e-14       5.110898844251e-15      -6.170234729560e-16 
  710       2.573141936185e-10       4.997825791384e-12      -1.525059139502e-11       0.000000000000e+00       2.071133578230e-14       5.120877873470e-15      -6.147666330325e-16 
  711       2.581880960914e-10       4.979941102609e-12      -1.542416150138e-11       0.000000000000e+00       2.060482415724e-14       5.130499867200e-15      -6.124514214926e-16 
  712       2.590795444670e-10       4.961322952698e-12      -1.559425286305e-11       0.000000000000e+00       2.049900544850e-14       5.139764963663e-15      -6.100778541269e-16 
  713       2.599881047612e-10       4.941978395489e-12      -1.576076960686e-11       0.000000000000e+00       2.039387247331e-14       5.148673328285e-15      -6.076459501612e-16 
  714       2.609133369877e-10       4.921914608880e-12      -1.592361506968e-11       0.000000000000e+00       2.028941788116e-14       5.157225153816e-15      -6.051557322712e-16 
  715       2.618547951366e-10       4.901138895312e-12      -1.608269179595e-11       0.000000000000e+00       2.018563415306e-14       5.165420660457e-15      -6.026072265988e-16 
  716       2.628120271516e-10       4.879658682252e-12      -1.623790153530e-11       0.000000000000e+00       2.008251360084e-14       5.173260095987e-15      -6.000004627660e-16 
  717       2.637845749075e-10       4.857481522673e-12      -1.638914524009e-11       0.000000000000e+00       1.998004836641e-14       5.180743735883e-15      -5.973354738914e-16 
  718       2.647719741884e-10       4.834615095536e-12      -1.653632306306e-11       0.000000000000e+00       1.987823042109e-14       5.187871883449e-15      -5.946122966044e-16 
  719       2.657737546652e-10       4.811067206274e-12      -1.667933435488e-11       0.000000000000e+00       1.977705156485e-14       5.194644869938e-15      -5.918309710611e-16 
  720       2.667894398730e-10       4.786845787271e-12      -1.681807766175e-11       0.000000000000e+00       1.967650342562e-14       5.201063054676e-15      -5.889915409593e-16 
  721       2.678185471890e-10       4.761958898345e-12      -1.695245072298e-11       0.000000000000e+00       1.957657745859e-14       5.207126825191e-15      -5.860940535536e-16 
  722       2.688605917780e-10       4.736415522808e-12      -1.708236414174e-11       0.000000000000e+00       1.947726608970e-14       5.212837185449e-15      -5.831386800853e-16 
  723       2.699150985598e-10       4.710227972316e-12      -1.720778270516e-11       0.000000000000e+00       1.937856617315e-14       5.218197533366e-15      -5.801260797099e-16 
  724       2.709815904392e-10       4.683409531545e-12      -1.732868489409e-11       0.000000000000e+00       1.928047560230e-14       5.223211919452e-15      -5.770570429504e-16 
  725       2.720595843389e-10       4.655973667684e-12      -1.744504928628e-11       0.000000000000e+00       1.918299217139e-14       5.227884462199e-15      -5.739323719922e-16 
  726       2.731485911781e-10       4.627934031093e-12      -1.755685455708e-11       0.000000000000e+00       1.908611357498e-14       5.232219348349e-15      -5.707528807253e-16 
  727       2.742481158511e-10       4.599304455972e-12      -1.766407948019e-11       0.000000000000e+00       1.898983740758e-14       5.236220833148e-15      -5.675193947877e-16 
  728       2.753576572058e-10       4.570098961025e-12      -1.776670292838e-11       0.000000000000e+00       1.889416116315e-14       5.239893240607e-15      -5.642327516080e-16 
  729       2.764767080226e-10       4.540331750122e-12      -1.786470387423e-11       0.000000000000e+00       1.879908223468e-14       5.243240963765e-15      -5.608938004484e-16 
  730       2.776047549926e-10       4.510017212969e-12      -1.795806139087e-11       0.000000000000e+00       1.870459791372e-14       5.246268464945e-15      -5.575034024477e-16 
  731       2.787412786965e-10       4.479169925767e-12      -1.804675465268e-11       0.000000000000e+00       1.861070538994e-14       5.248980276014e-15      -5.540624306641e-16 
  732       2.798857535831e-10       4.447804651880e-12      -1.813076293604e-11       0.000000000000e+00       1.851740175064e-14       5.251380998647e-15      -5.505717701183e-16 
  733       2.810376479480e-10       4.415936342500e-12      -1.821006562009e-11       0.000000000000e+00       1.842468398037e-14       5.253475304583e-15      -5.470323178360e-16 
  734       2.821964239118e-10       4.383580137311e-12      -1.828464218740e-11       0.000000000000e+00       1.833254896041e-14       5.255267935886e-15      -5.434449828913e-16 
  735       2.833615373992e-10       4.350751365150e-12      -1.835447222474e-11       0.000000000000e+00       1.824099346836e-14       5.256763705203e-15      -5.398106864492e-16 
  736       2.845324381174e-10       4.317465544681e-12      -1.841953542381e-11       0.000000000000e+00       1.815001417768e-14       5.257967496028e-15      -5.361303618088e-16 
  737       2.857085695347e-10       4.283738385050e-12      -1.847981158196e-11       0.000000000000e+00       1.805960765720e-14       5.258884262959e-15      -5.324049544462e-16 
  738       2.868893688590e-10       4.249585786555e-12      -1.853528060292e-11       0.000000000000e+00       1.796977037075e-14       5.259519031958e-15      -5.286354220570e-16 
  739       2.880742670166e-10       4.215023841310e-12      -1.858592249754e-11       0.000000000000e+00       1.788049867661e-14       5.259876900612e-15      -5.248227345997e-16 
  740       2.892626886306e-10       4.180068833907e-12      -1.863171738453e-11       0.000000000000e+00       1.779178882715e-14       5.259963038389e-15      -5.209678743386e-16 
  741       2.904540519996e-10       4.144737242088e-12      -1.867264549115e-11       0.000000000000e+00       1.770363696831e-14       5.259782686906e-15      -5.170718358862e-16 
