# Table of selected thermodynamics quantities
# The following notation is used in column titles:
#         x_e = electron ionization fraction
#      -kappa = optical depth
#      kappa' = Thomson scattering rate, prime denotes conformal time derivatives
#           g = kappa' e^-kappa = visibility function 
#          Tb = baryon temperature 
#         w_b = baryon equation of state parameter 
#       c_b^2 = baryon sound speed squared 
#       tau_d = baryon drag optical depth 
#    1:scale factor a         2:z                      3:conf. time [Mpc]       4:x_e                    5:kappa' [Mpc^-1]        6:exp(-kappa)            7:g [Mpc^-1]             8:Tb [K]                 9:dTb [K]               10:w_b                   11:c_b^2                 12:tau_d              
       1.072683994804e-04       9.321410000000e+03       4.587120778414e+01       1.163693910312e+00       3.935855749605e+01       0.000000000000e+00      2.225073858507e-308       2.540822794643e+04       2.725500061959e+00       3.952377887601e-09       5.269837239789e-09       1.014252325340e+04 
       1.072626752974e-04       9.321907500000e+03       4.586893659898e+01       1.163693910427e+00       3.936275843188e+01       0.000000000000e+00      2.225073858507e-308       2.540958388271e+04       2.725500061952e+00       3.952588810526e-09       5.270118470352e-09       1.014375097383e+04 
       1.072569517253e-04       9.322405000000e+03       4.586666563996e+01       1.163693910543e+00       3.936695959189e+01       0.000000000000e+00      2.225073858507e-308       2.541093981899e+04       2.725500061945e+00       3.952799733451e-09       5.270399700915e-09       1.014497876855e+04 
       1.072512287639e-04       9.322902500000e+03       4.586439490707e+01       1.163693910659e+00       3.937116097607e+01       0.000000000000e+00      2.225073858507e-308       2.541229575527e+04       2.725500061937e+00       3.953010656375e-09       5.270680931477e-09       1.014620663756e+04 
       1.072455064133e-04       9.323400000000e+03       4.586212440025e+01       1.163693910774e+00       3.937536258444e+01       0.000000000000e+00      2.225073858507e-308       2.541365169155e+04       2.725500061930e+00       3.953221579300e-09       5.270962162039e-09       1.014743458086e+04 
       1.072397846732e-04       9.323897500000e+03       4.585985411949e+01       1.163693910889e+00       3.937956441697e+01       0.000000000000e+00      2.225073858507e-308       2.541500762783e+04       2.725500061923e+00       3.953432502224e-09       5.271243392601e-09       1.014866259846e+04 
       1.072340635437e-04       9.324395000000e+03       4.585758406474e+01       1.163693911005e+00       3.938376647369e+01       0.000000000000e+00      2.225073858507e-308       2.541636356411e+04       2.725500061915e+00       3.953643425147e-09       5.271524623162e-09       1.014989069035e+04 
       1.072283430245e-04       9.324892500000e+03       4.585531423597e+01       1.163693911120e+00       3.938796875458e+01       0.000000000000e+00      2.225073858507e-308       2.541771950039e+04       2.725500061908e+00       3.953854348071e-09       5.271805853723e-09       1.015111885654e+04 
       1.072226231157e-04       9.325390000000e+03       4.585304463314e+01       1.163693911234e+00       3.939217125965e+01       0.000000000000e+00      2.225073858507e-308       2.541907543667e+04       2.725500061901e+00       3.954065270994e-09       5.272087084284e-09       1.015234709702e+04 
       1.072169038171e-04       9.325887500000e+03       4.585077525623e+01       1.163693911349e+00       3.939637398889e+01       0.000000000000e+00      2.225073858507e-308       2.542043137295e+04       2.725500061893e+00       3.954276193917e-09       5.272368314844e-09       1.015357541179e+04 
       1.072111851285e-04       9.326385000000e+03       4.584850610520e+01       1.163693911464e+00       3.940057694232e+01       0.000000000000e+00      2.225073858507e-308       2.542178730924e+04       2.725500061886e+00       3.954487116840e-09       5.272649545404e-09       1.015480380086e+04 
       1.072054670500e-04       9.326882500000e+03       4.584623718001e+01       1.163693911578e+00       3.940478011992e+01       0.000000000000e+00      2.225073858507e-308       2.542314324552e+04       2.725500061879e+00       3.954698039762e-09       5.272930775964e-09       1.015603226423e+04 
       1.071997495814e-04       9.327380000000e+03       4.584396848064e+01       1.163693911692e+00       3.940898352169e+01       0.000000000000e+00      2.225073858507e-308       2.542449918180e+04       2.725500061871e+00       3.954908962684e-09       5.273212006523e-09       1.015726080188e+04 
       1.071940327226e-04       9.327877500000e+03       4.584170000704e+01       1.163693911806e+00       3.941318714764e+01       0.000000000000e+00      2.225073858507e-308       2.542585511808e+04       2.725500061864e+00       3.955119885606e-09       5.273493237083e-09       1.015848941384e+04 
       1.071883164735e-04       9.328375000000e+03       4.583943175918e+01       1.163693911920e+00       3.941739099777e+01       0.000000000000e+00      2.225073858507e-308       2.542721105436e+04       2.725500061857e+00       3.955330808528e-09       5.273774467641e-09       1.015971810009e+04 
       1.071826008340e-04       9.328872500000e+03       4.583716373703e+01       1.163693912034e+00       3.942159507208e+01       0.000000000000e+00      2.225073858507e-308       2.542856699064e+04       2.725500061849e+00       3.955541731449e-09       5.274055698200e-09       1.016094686063e+04 
       1.071768858041e-04       9.329370000000e+03       4.583489594056e+01       1.163693912147e+00       3.942579937056e+01       0.000000000000e+00      2.225073858507e-308       2.542992292692e+04       2.725500061842e+00       3.955752654371e-09       5.274336928758e-09       1.016217569547e+04 
       1.071711713836e-04       9.329867500000e+03       4.583262836973e+01       1.163693912261e+00       3.943000389322e+01       0.000000000000e+00      2.225073858507e-308       2.543127886320e+04       2.725500061835e+00       3.955963577291e-09       5.274618159315e-09       1.016340460460e+04 
       1.071654575724e-04       9.330365000000e+03       4.583036102451e+01       1.163693912374e+00       3.943420864005e+01       0.000000000000e+00      2.225073858507e-308       2.543263479948e+04       2.725500061827e+00       3.956174500212e-09       5.274899389873e-09       1.016463358803e+04 
       1.071597443704e-04       9.330862500000e+03       4.582809390486e+01       1.163693912487e+00       3.943841361106e+01       0.000000000000e+00      2.225073858507e-308       2.543399073576e+04       2.725500061820e+00       3.956385423133e-09       5.275180620430e-09       1.016586264576e+04 
       1.071540317776e-04       9.331360000000e+03       4.582582701076e+01       1.163693912600e+00       3.944261880625e+01       0.000000000000e+00      2.225073858507e-308       2.543534667204e+04       2.725500061813e+00       3.956596346053e-09       5.275461850987e-09       1.016709177778e+04 
       1.071483197938e-04       9.331857500000e+03       4.582356034215e+01       1.163693912713e+00       3.944682422562e+01       0.000000000000e+00      2.225073858507e-308       2.543670260832e+04       2.725500061805e+00       3.956807268973e-09       5.275743081543e-09       1.016832098410e+04 
       1.071426084189e-04       9.332355000000e+03       4.582129389903e+01       1.163693912826e+00       3.945102986916e+01       0.000000000000e+00      2.225073858507e-308       2.543805854460e+04       2.725500061798e+00       3.957018191892e-09       5.276024312099e-09       1.016955026472e+04 
       1.071368976529e-04       9.332852500000e+03       4.581902768134e+01       1.163693912938e+00       3.945523573688e+01       0.000000000000e+00      2.225073858507e-308       2.543941448089e+04       2.725500061791e+00       3.957229114812e-09       5.276305542655e-09       1.017077961963e+04 
       1.071311874956e-04       9.333350000000e+03       4.581676168905e+01       1.163693913050e+00       3.945944182877e+01       0.000000000000e+00      2.225073858507e-308       2.544077041717e+04       2.725500061783e+00       3.957440037731e-09       5.276586773210e-09       1.017200904884e+04 
       1.071254779470e-04       9.333847500000e+03       4.581449592214e+01       1.163693913163e+00       3.946364814485e+01       0.000000000000e+00      2.225073858507e-308       2.544212635345e+04       2.725500061776e+00       3.957650960650e-09       5.276868003765e-09       1.017323855235e+04 
       1.071197690069e-04       9.334345000000e+03       4.581223038056e+01       1.163693913275e+00       3.946785468510e+01       0.000000000000e+00      2.225073858507e-308       2.544348228973e+04       2.725500061769e+00       3.957861883569e-09       5.277149234320e-09       1.017446813015e+04 
       1.071140606753e-04       9.334842500000e+03       4.580996506429e+01       1.163693913387e+00       3.947206144952e+01       0.000000000000e+00      2.225073858507e-308       2.544483822601e+04       2.725500061762e+00       3.958072806487e-09       5.277430464874e-09       1.017569778225e+04 
       1.071083529520e-04       9.335340000000e+03       4.580769997328e+01       1.163693913498e+00       3.947626843812e+01       0.000000000000e+00      2.225073858507e-308       2.544619416229e+04       2.725500061754e+00       3.958283729405e-09       5.277711695428e-09       1.017692750865e+04 
       1.071026458370e-04       9.335837500000e+03       4.580543510751e+01       1.163693913610e+00       3.948047565090e+01       0.000000000000e+00      2.225073858507e-308       2.544755009857e+04       2.725500061747e+00       3.958494652323e-09       5.277992925982e-09       1.017815730935e+04 
       1.070969393301e-04       9.336335000000e+03       4.580317046695e+01       1.163693913721e+00       3.948468308786e+01       0.000000000000e+00      2.225073858507e-308       2.544890603485e+04       2.725500061740e+00       3.958705575241e-09       5.278274156536e-09       1.017938718435e+04 
       1.070912334313e-04       9.336832500000e+03       4.580090605155e+01       1.163693913833e+00       3.948889074899e+01       0.000000000000e+00      2.225073858507e-308       2.545026197113e+04       2.725500061732e+00       3.958916498159e-09       5.278555387089e-09       1.018061713364e+04 
       1.070855281405e-04       9.337330000000e+03       4.579864186129e+01       1.163693913944e+00       3.949309863430e+01       0.000000000000e+00      2.225073858507e-308       2.545161790741e+04       2.725500061725e+00       3.959127421076e-09       5.278836617641e-09       1.018184715723e+04 
       1.070798234575e-04       9.337827500000e+03       4.579637789613e+01       1.163693914055e+00       3.949730674379e+01       0.000000000000e+00      2.225073858507e-308       2.545297384369e+04       2.725500061718e+00       3.959338343993e-09       5.279117848194e-09       1.018307725513e+04 
       1.070741193823e-04       9.338325000000e+03       4.579411415603e+01       1.163693914166e+00       3.950151507745e+01       0.000000000000e+00      2.225073858507e-308       2.545432977997e+04       2.725500061710e+00       3.959549266910e-09       5.279399078746e-09       1.018430742732e+04 
       1.070684159148e-04       9.338822500000e+03       4.579185064097e+01       1.163693914276e+00       3.950572363529e+01       0.000000000000e+00      2.225073858507e-308       2.545568571625e+04       2.725500061703e+00       3.959760189826e-09       5.279680309298e-09       1.018553767381e+04 
       1.070627130548e-04       9.339320000000e+03       4.578958735091e+01       1.163693914387e+00       3.950993241731e+01       0.000000000000e+00      2.225073858507e-308       2.545704165253e+04       2.725500061696e+00       3.959971112742e-09       5.279961539849e-09       1.018676799459e+04 
       1.070570108023e-04       9.339817500000e+03       4.578732428582e+01       1.163693914497e+00       3.951414142350e+01       0.000000000000e+00      2.225073858507e-308       2.545839758882e+04       2.725500061689e+00       3.960182035658e-09       5.280242770400e-09       1.018799838968e+04 
