#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       3.783500356290e+02       1.384538084985e-03      -6.871112483618e-03      -8.805950059199e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.461448697947e+00       1.217704888450e-01       1.673082171229e-03       1.673083592740e-03      -1.143570429509e+02       3.367031187670e-01      -2.382991826329e-03      -3.335812206499e-01       2.335722428788e-04       2.985913388234e-01 
       3.784518567059e+02       1.385064122077e-03      -6.870395777624e-03      -8.794718426020e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.473853884723e+00       1.218896980057e-01       1.672976126460e-03       1.672978539736e-03      -1.143913288998e+02       3.367455399344e-01      -2.840296850797e-03      -3.336688536686e-01       3.968266458888e-04       3.024154014792e-01 
       3.785536777828e+02       1.385590241947e-03      -6.869680318194e-03      -8.783694711023e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.486271207488e+00       1.220088712667e-01       1.672870172990e-03       1.672873549683e-03      -1.144256191681e+02       3.367879626603e-01      -3.289718539266e-03      -3.337842904423e-01       5.556582711533e-04       3.051609099451e-01 
       3.786554988597e+02       1.386116444596e-03      -6.868966077578e-03      -8.772873801355e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.498700662603e+00       1.221280086319e-01       1.672764313007e-03       1.672768616861e-03      -1.144599137558e+02       3.368303869464e-01      -3.727606068424e-03      -3.339267750986e-01       7.087548684333e-04       3.072203841709e-01 
       3.787366433137e+02       1.386535851490e-03      -6.868397731208e-03      -8.764391198512e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.508614775150e+00       1.222229272875e-01       1.672680018093e-03       1.672685029836e-03      -1.144872472961e+02       3.368641973277e-01      -4.065949366231e-03      -3.340590474124e-01       8.258177640606e-04       3.085224622853e-01 
       3.788177877676e+02       1.386955310957e-03      -6.867830128617e-03      -8.756029422463e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.518536588805e+00       1.223178231507e-01       1.672595784728e-03       1.672601472947e-03      -1.145145835799e+02       3.368980087025e-01      -4.392994383290e-03      -3.342072906216e-01       9.378393714649e-04       3.096030503080e-01 
       3.788989322216e+02       1.387374822997e-03      -6.867263257087e-03      -8.747784120355e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.528466101726e+00       1.224126962240e-01       1.672511613732e-03       1.672517943606e-03      -1.145419226073e+02       3.369318210721e-01      -4.707083214178e-03      -3.343708324815e-01       1.044249072231e-03       3.105119486569e-01 
       3.789800766755e+02       1.387794387611e-03      -6.866697104409e-03      -8.739650488310e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.538403312070e+00       1.225075465099e-01       1.672427505822e-03       1.672434439350e-03      -1.145692643783e+02       3.369656344378e-01      -5.006633460914e-03      -3.345489233361e-01       1.144510933847e-03       3.112850406063e-01 
       3.790612211294e+02       1.388214004797e-03      -6.866131658930e-03      -8.731623289016e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.548348217996e+00       1.226023740110e-01       1.672343461619e-03       1.672350957845e-03      -1.145966088931e+02       3.369994488010e-01      -5.290146199648e-03      -3.347407406429e-01       1.238126516831e-03       3.119488222255e-01 
       3.791423655834e+02       1.388633674556e-03      -6.865566909599e-03      -8.723696881263e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.558300817663e+00       1.226971787302e-01       1.672259481635e-03       1.672267496903e-03      -1.146239561517e+02       3.370332641631e-01      -5.556213428532e-03      -3.349453939196e-01       1.324637445199e-03       3.125232701824e-01 
       3.792235100373e+02       1.389053396889e-03      -6.865002846000e-03      -8.715865258635e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.568261109226e+00       1.227919606704e-01       1.672175566275e-03       1.672184054491e-03      -1.146513061542e+02       3.370670805257e-01      -5.803524982198e-03      -3.351619299971e-01       1.403627741178e-03       3.130237176703e-01 
       3.793219041181e+02       1.389562414004e-03      -6.864319780147e-03      -8.706486828935e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.580349067813e+00       1.229068607310e-01       1.672073899357e-03       1.672082896138e-03      -1.146844738806e+02       3.371080868893e-01      -6.076525604166e-03      -3.354389821884e-01       1.488790900339e-03       3.135482501762e-01 
       3.794202981988e+02       1.390071508421e-03      -6.863637692337e-03      -8.697226582921e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.592448330175e+00       1.230217273083e-01       1.671972328189e-03       1.671981759299e-03      -1.147176456418e+02       3.371490947289e-01      -6.318249667306e-03      -3.357301164136e-01       1.561781869916e-03       3.139978944957e-01 
       3.795186922796e+02       1.390580680139e-03      -6.862956568235e-03      -8.688072137664e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.604558893023e+00       1.231365604078e-01       1.671870852828e-03       1.671880641377e-03      -1.147508214379e+02       3.371901040470e-01      -6.527015840338e-03      -3.360333362519e-01       1.622134118082e-03       3.143852377350e-01 
       3.796170863603e+02       1.391089929159e-03      -6.862276395166e-03      -8.679010606139e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.616680753072e+00       1.232513600355e-01       1.671769473087e-03       1.671779540181e-03      -1.147840012691e+02       3.372311148466e-01      -6.701404729712e-03      -3.363465669103e-01       1.669488297496e-03       3.147200186464e-01 
       3.797154804411e+02       1.391599255481e-03      -6.861597162200e-03      -8.670028541546e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.628813907034e+00       1.233661261968e-01       1.671668188535e-03       1.671678453942e-03      -1.148171851356e+02       3.372721271302e-01      -6.840267803642e-03      -3.366676723581e-01       1.703594422241e-03       3.150098503628e-01 
       3.798138745219e+02       1.392108659104e-03      -6.860918860168e-03      -8.661112395836e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.640958351619e+00       1.234808588979e-01       1.671566998500e-03       1.671577381322e-03      -1.148503730375e+02       3.373131409006e-01      -6.942734158815e-03      -3.369944727708e-01       1.724313151669e-03       3.152607259154e-01 
       3.799122686026e+02       1.392618140031e-03      -6.860241481716e-03      -8.652248907226e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.653114083539e+00       1.235955581445e-01       1.671465902078e-03       1.671476321419e-03      -1.148835649749e+02       3.373541561605e-01      -7.008215030945e-03      -3.373247621883e-01       1.731616147487e-03       3.154773768364e-01 
       3.800194993694e+02       1.393173465019e-03      -6.859504313668e-03      -8.642633783751e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.666374360622e+00       1.237205203406e-01       1.671355831544e-03       1.671366199365e-03      -1.149197424467e+02       3.373988566637e-01      -7.037109913179e-03      -3.376860908063e-01       1.724396991560e-03       3.156788599880e-01 
       3.801267301361e+02       1.393728881819e-03      -6.858768230897e-03      -8.633048219242e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.679648035324e+00       1.238454428182e-01       1.671245869093e-03       1.671256091863e-03      -1.149559247118e+02       3.374435589418e-01      -7.021711617082e-03      -3.380460810188e-01       1.701597056009e-03       3.158478262648e-01 
       3.802339609028e+02       1.394284390429e-03      -6.858033230921e-03      -8.623475014735e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.692935103384e+00       1.239703255848e-01       1.671136012686e-03       1.671145999516e-03      -1.149921117705e+02       3.374882629978e-01      -6.962407598936e-03      -3.384019202862e-01       1.663619628683e-03       3.159870311336e-01 
       3.803411916696e+02       1.394839990852e-03      -6.857299313717e-03      -8.613897215015e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.706235560541e+00       1.240951686480e-01       1.671026260020e-03       1.671035923519e-03      -1.150283036228e+02       3.375329688343e-01      -6.859974904622e-03      -3.387508621930e-01       1.611012630000e-03       3.160983917388e-01 
       3.804484224363e+02       1.395395683085e-03      -6.856566481575e-03      -8.604298803838e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.719549402533e+00       1.242199720153e-01       1.670916608554e-03       1.670925865646e-03      -1.150645002691e+02       3.375776764536e-01      -6.715569076233e-03      -3.390902517340e-01       1.544462015694e-03       3.161830567471e-01 
       3.805556532031e+02       1.395951467131e-03      -6.855834738989e-03      -8.594664620332e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.732876625096e+00       1.243447356942e-01       1.670807055533e-03       1.670815828226e-03      -1.151007017093e+02       3.376223858580e-01      -6.530709665161e-03      -3.394175494847e-01       1.464783892713e-03       3.162414244989e-01 
       3.806628839698e+02       1.396507342989e-03      -6.855104092580e-03      -8.584980208448e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.746217223967e+00       1.244694596916e-01       1.670697598019e-03       1.670705814110e-03      -1.151369079439e+02       3.376670970491e-01      -6.307262433666e-03      -3.397303544406e-01       1.372915399084e-03       3.162731079637e-01 
       3.807825092922e+02       1.397127579592e-03      -6.854290296578e-03      -8.574100674397e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.761115611366e+00       1.246085534290e-01       1.670575597476e-03       1.670583115331e-03      -1.151773048308e+02       3.377169784135e-01      -6.015147232790e-03      -3.400594727411e-01       1.257330398290e-03       3.162753725248e-01 
       3.809021346146e+02       1.397747930459e-03      -6.853477890092e-03      -8.563124953842e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.776030634831e+00       1.247475977997e-01       1.670453707476e-03       1.670460455033e-03      -1.152177076849e+02       3.377668620051e-01      -5.681224972343e-03      -3.403649222700e-01       1.129480629102e-03       3.162394773873e-01 
       3.810217599370e+02       1.398368395591e-03      -6.852666890201e-03      -8.552037948362e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.790962288437e+00       1.248865928132e-01       1.670331923421e-03       1.670337839149e-03      -1.152581165063e+02       3.378167478250e-01      -5.309399358790e-03      -3.406441638316e-01       9.910990296149e-04       3.161599029773e-01 
       3.811413852594e+02       1.398988974987e-03      -6.851857316176e-03      -8.540826605119e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.805910566263e+00       1.250255384783e-01       1.670210240644e-03       1.670215274165e-03      -1.152985312953e+02       3.378666358738e-01      -4.903944744489e-03      -3.408949921677e-01       8.440288339102e-04       3.160280643643e-01 
       3.812610105818e+02       1.399609668648e-03      -6.851049189149e-03      -8.529480106323e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.820875462383e+00       1.251644348034e-01       1.670088654468e-03       1.670092767034e-03      -1.153389520521e+02       3.379165261512e-01      -4.469452110925e-03      -3.411155578111e-01       6.901998291703e-04       3.158307974416e-01 
       3.813806359042e+02       1.400230476574e-03      -6.850242531747e-03      -8.517989751766e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.835856970875e+00       1.253032817972e-01       1.669967160263e-03       1.669970325089e-03      -1.153793787770e+02       3.379664186569e-01      -4.010772137647e-03      -3.413043844869e-01       5.316038108863e-04       3.155476981610e-01 
       3.815002612266e+02       1.400851398765e-03      -6.849437367725e-03      -8.506349164161e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.850855085815e+00       1.254420794672e-01       1.669845753513e-03       1.669847955950e-03      -1.154198114702e+02       3.380163133896e-01      -3.532955888044e-03      -3.414603818265e-01       3.702694768003e-04       3.151462085091e-01 
       3.816198865490e+02       1.401472435223e-03      -6.848633721616e-03      -8.494554816829e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.865869801279e+00       1.255808278215e-01       1.669724429867e-03       1.669725667430e-03      -1.154602501320e+02       3.380662103478e-01      -3.041193795983e-03      -3.415828532589e-01       2.082370556210e-04       3.145719124179e-01 
       3.817395118714e+02       1.402093585946e-03      -6.847831618290e-03      -8.482604996418e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.880901111344e+00       1.257195268672e-01       1.669603185196e-03       1.669603467442e-03      -1.155006947625e+02       3.381161095293e-01      -2.540753780589e-03      -3.416714990452e-01       4.753301610999e-05       3.137275988716e-01 
       3.818591371938e+02       1.402714850935e-03      -6.847031082596e-03      -8.470499635649e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.895949010090e+00       1.258581766116e-01       1.669482015649e-03       1.669481363906e-03      -1.155411453622e+02       3.381660109316e-01      -2.036919306597e-03      -3.417264145044e-01      -1.098548073044e-04       3.124223723640e-01 
       3.819787625162e+02       1.403336230192e-03      -6.846232139267e-03      -8.458241723630e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.911013491594e+00       1.259967770616e-01       1.669360917700e-03       1.669359364651e-03      -1.155816019311e+02       3.382159145516e-01      -1.534928127017e-03      -3.417480835027e-01      -2.620013719882e-04       3.102252750764e-01 
       3.820983878386e+02       1.403957723715e-03      -6.845434812248e-03      -8.445837086535e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.926094549939e+00       1.261353282240e-01       1.669239888192e-03       1.669237477331e-03      -1.156220644696e+02       3.382658203859e-01      -1.039912403532e-03      -3.417373673350e-01      -4.070675877836e-04       3.059194721732e-01 
       3.822180131610e+02       1.404579331505e-03      -6.844639124137e-03      -8.433294109711e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.941192179204e+00       1.262738301055e-01       1.669118924381e-03       1.669115709332e-03      -1.156625329778e+02       3.383157284308e-01      -5.568409014425e-04      -3.416954891758e-01      -5.433222056150e-04       2.942251948407e-01 
       3.823376384834e+02       1.405201053562e-03      -6.843845096193e-03      -8.420622098160e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.956306373476e+00       1.264122827125e-01       1.668998023966e-03       1.668994067695e-03      -1.157030074561e+02       3.383656386821e-01      -9.046394642245e-05      -3.416240143439e-01      -6.691621680755e-04       1.637641406787e-01 
       3.824572638058e+02       1.405822889888e-03      -6.843052748019e-03      -8.407831767365e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.971437126840e+00       1.265506860517e-01       1.668877185122e-03       1.668872559035e-03      -1.157434879046e+02       3.384155511358e-01       3.547382146173e-04      -3.415248266759e-01      -7.831311791591e-04       3.594278282721e-01 
       3.825768891282e+02       1.406444840481e-03      -6.842262097258e-03      -8.394936147293e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -6.986584433384e+00       1.266890401295e-01       1.668756406523e-03       1.668751189474e-03      -1.157839743236e+02       3.384654657872e-01       7.746030689799e-04      -3.414001013404e-01      -8.839362800133e-04       3.379591570503e-01 
       3.826965144506e+02       1.407066905343e-03      -6.841473159316e-03      -8.381949779979e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.001748287199e+00       1.268273449528e-01       1.668635687356e-03       1.668629964571e-03      -1.158244667134e+02       3.385153826320e-01       1.165328989968e-03      -3.412522744713e-01      -9.704622459045e-04       3.319346523174e-01 
       3.828161397730e+02       1.407689084474e-03      -6.840685947146e-03      -8.368888419652e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.016928682378e+00       1.269656005283e-01       1.668515027337e-03       1.668508889276e-03      -1.158649650742e+02       3.385653016652e-01       1.523513421242e-03      -3.410840100230e-01      -1.041783646438e-03       3.291736904833e-01 
       3.829375361519e+02       1.408320591804e-03      -6.839888855157e-03      -8.355574335650e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.032350728219e+00       1.271058526421e-01       1.668392641664e-03       1.668386178804e-03      -1.159060691189e+02       3.386159619841e-01       1.850682789826e-03      -3.408952957821e-01      -1.097871927913e-03       3.276290297162e-01 
       3.830589325307e+02       1.408952216812e-03      -6.839093558896e-03      -8.342218896173e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.047789796594e+00       1.272460540540e-01       1.668270317968e-03       1.668263630553e-03      -1.159471793133e+02       3.386666245474e-01       2.138660673869e-03      -3.406916241451e-01      -1.137013508955e-03       3.267027140694e-01 
       3.831803289096e+02       1.409583959498e-03      -6.838300063142e-03      -8.328841276828e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.063245881340e+00       1.273862047720e-01       1.668148057610e-03       1.668141247490e-03      -1.159882956575e+02       3.387172893506e-01       2.385335430344e-03      -3.404762657364e-01      -1.158890623297e-03       3.261304465208e-01 
       3.833017252885e+02       1.410215819862e-03      -6.837508369528e-03      -8.315461047625e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.078718976297e+00       1.275263048045e-01       1.668025862484e-03       1.668019031784e-03      -1.160294181519e+02       3.387679563892e-01       2.589120928337e-03      -3.402525711788e-01      -1.163410951871e-03       3.257868103651e-01 
       3.834231216674e+02       1.410847797906e-03      -6.836718476492e-03      -8.302097942892e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.094209075308e+00       1.276663541604e-01       1.667903734995e-03       1.667896984797e-03      -1.160705467968e+02       3.388186256592e-01       2.748965767601e-03      -3.400239280113e-01      -1.150706550368e-03       3.256064619438e-01 
       3.835445180463e+02       1.411479893628e-03      -6.835930379283e-03      -8.288771620457e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.109716172221e+00       1.278063528492e-01       1.667781678026e-03       1.667775107080e-03      -1.161116815923e+02       3.388692971568e-01       2.864355693197e-03      -3.397937177531e-01      -1.121129936752e-03       3.255540448206e-01 
       3.836659144252e+02       1.412112107029e-03      -6.835144070011e-03      -8.275501273136e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.125240260886e+00       1.279463008808e-01       1.667659694904e-03       1.667653398386e-03      -1.161528225388e+02       3.389199708786e-01       2.935309245316e-03      -3.395652736398e-01      -1.075247404860e-03       3.256111708407e-01 
       3.837873108040e+02       1.412744438110e-03      -6.834359537714e-03      -8.262305598861e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.140781335157e+00       1.280861982661e-01       1.667537789361e-03       1.667531857688e-03      -1.161939696365e+02       3.389706468218e-01       2.962366785197e-03      -3.393418395607e-01      -1.013829673401e-03       3.257704177783e-01 
       3.839087071829e+02       1.413376886872e-03      -6.833576768498e-03      -8.249202875399e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.156339388891e+00       1.282260450163e-01       1.667415965485e-03       1.667410483204e-03      -1.162351228858e+02       3.390213249837e-01       2.946573138706e-03      -3.391265307064e-01      -9.378400215723e-04       3.260326698186e-01 
       3.840301035618e+02       1.414009453313e-03      -6.832795745666e-03      -8.236209178447e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.171914415951e+00       1.283658411436e-01       1.667294227668e-03       1.667289272437e-03      -1.162762822868e+02       3.390720053627e-01       2.889454177265e-03      -3.389222964190e-01      -8.484200929619e-04       3.264063756072e-01 
       3.841263211218e+02       1.414510902769e-03      -6.832177942730e-03      -8.225997354505e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.184271080870e+00       1.284766062070e-01       1.667197803691e-03       1.667193316224e-03      -1.163089091882e+02       3.391121756998e-01       2.816118624921e-03      -3.387701150252e-01      -7.688631046620e-04       3.267924719636e-01 
       3.842225386818e+02       1.415012426153e-03      -6.831561214345e-03      -8.215870517359e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.196638401508e+00       1.285873394840e-01       1.667101439093e-03       1.667097459027e-03      -1.163415399545e+02       3.391523474285e-01       2.719229926383e-03      -3.386278885555e-01      -6.823996492886e-04       3.272717422572e-01 
       3.843187562418e+02       1.415514023463e-03      -6.830945549136e-03      -8.205835904440e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.209016374811e+00       1.286980409815e-01       1.667005136339e-03       1.667001698770e-03      -1.163741745858e+02       3.391925205483e-01       2.600113546629e-03      -3.384967832474e-01      -5.897944476613e-04       3.278624292357e-01 
       3.844149738019e+02       1.416015694701e-03      -6.830330934638e-03      -8.195899981744e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.221404997730e+00       1.288087107071e-01       1.666908897929e-03       1.666906033167e-03      -1.164068130822e+02       3.392326950595e-01       2.460234840656e-03      -3.383778568282e-01      -4.918563990055e-04       3.285902464742e-01 
       3.845111913619e+02       1.416517439866e-03      -6.829717357662e-03      -8.186068262528e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.233804267215e+00       1.289193486683e-01       1.666812726386e-03       1.666810459754e-03      -1.164394554440e+02       3.392728709622e-01       2.301184924991e-03      -3.382720514790e-01      -3.894317377324e-04       3.294917708921e-01 
       3.846074089219e+02       1.417019258959e-03      -6.829104804603e-03      -8.176344615918e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.246214180218e+00       1.290299548731e-01       1.666716624234e-03       1.666714975903e-03      -1.164721016711e+02       3.393130482571e-01       2.124665598782e-03      -3.381801878743e-01      -2.833968990519e-04       3.306201035440e-01 
       3.847036264819e+02       1.417521151979e-03      -6.828493261379e-03      -8.166732154757e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.258634733692e+00       1.291405293300e-01       1.666620593978e-03       1.666619578850e-03      -1.165047517638e+02       3.393532269450e-01       1.932473691685e-03      -3.381029602429e-01      -1.746512479059e-04       3.320546963926e-01 
       3.848108854921e+02       1.418080726895e-03      -6.827812712989e-03      -8.156151559635e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.272493146690e+00       1.292637553522e-01       1.666513631533e-03       1.666513333294e-03      -1.165411531759e+02       3.393980179831e-01       1.702051104679e-03      -3.380348075168e-01      -5.135124995554e-05       3.341688580206e-01 
       3.849181445024e+02       1.418640393679e-03      -6.827133380812e-03      -8.145716449026e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.286364774373e+00       1.293869419452e-01       1.666406764840e-03       1.666407187913e-03      -1.165775593920e+02       3.394428107554e-01       1.457173577882e-03      -3.379861259812e-01       7.290142617888e-05       3.371129349113e-01 
       3.850254035126e+02       1.419200152332e-03      -6.826455243957e-03      -8.135428451572e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.300249612526e+00       1.295100891217e-01       1.666299997121e-03       1.666301138506e-03      -1.166139704124e+02       3.394876052640e-01       1.200597015173e-03      -3.379572931544e-01       1.968281607223e-04       3.414474813188e-01 
       3.851326625229e+02       1.419760002855e-03      -6.825778281391e-03      -8.125288005090e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.314147656935e+00       1.296331968952e-01       1.666193331455e-03       1.666195180822e-03      -1.166503862372e+02       3.395324015114e-01       9.351153666375e-04      -3.379484775705e-01       3.191632184066e-04       3.483909838946e-01 
       3.852399215331e+02       1.420319945247e-03      -6.825102472120e-03      -8.115294520050e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.328058903387e+00       1.297562652795e-01       1.666086770745e-03       1.666089310606e-03      -1.166868068666e+02       3.395771995004e-01       6.635314171008e-04      -3.379596402617e-01       4.386661760676e-04       3.611832765981e-01 
       3.853471805433e+02       1.420879979508e-03      -6.824427795360e-03      -8.105446178686e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.341983347671e+00       1.298792942890e-01       1.665980317693e-03       1.665983523640e-03      -1.167232323008e+02       3.396219992343e-01       3.886279881817e-04      -3.379905382555e-01       5.541339596629e-04       3.922411795744e-01 
       3.854544395536e+02       1.421440105640e-03      -6.823754230700e-03      -8.095739970071e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.355920985576e+00       1.300022839381e-01       1.665873974779e-03       1.665877815785e-03      -1.167596625401e+02       3.396668007163e-01       1.131397671864e-04      -3.380407300846e-01       6.644123984770e-04       5.744362432410e-01 
       3.855828725714e+02       1.422110927168e-03      -6.822949132853e-03      -8.084298917965e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.372627405044e+00       1.301495012198e-01       1.665746786712e-03       1.665751338591e-03      -1.168032907969e+02       3.397204487668e-01      -2.137798021594e-04      -3.381253140093e-01       7.881040581721e-04       1.816318364630e-01 
       3.857113055893e+02       1.422781880420e-03      -6.822145568248e-03      -8.073046903478e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.389352728148e+00       1.302966621149e-01       1.665619763072e-03       1.665624962476e-03      -1.168469259437e+02       3.397740993359e-01      -5.333607181288e-04      -3.382352186486e-01       9.010451532051e-04       2.631960430792e-01 
       3.858397386071e+02       1.423452965394e-03      -6.821343505823e-03      -8.061972840478e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.406096947665e+00       1.304437666504e-01       1.665492906595e-03       1.665498681260e-03      -1.168905679809e+02       3.398277524306e-01      -8.415025731755e-04      -3.383686714571e-01       1.001658241512e-03       2.832516433891e-01 
       3.859681716250e+02       1.424124182092e-03      -6.820542916600e-03      -8.051064367465e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.422860056377e+00       1.305908148538e-01       1.665366219399e-03       1.665372489249e-03      -1.169342169088e+02       3.398814080588e-01      -1.134429184922e-03      -3.385235863921e-01       1.088553479114e-03       2.922784792300e-01 
       3.860966046428e+02       1.424795530514e-03      -6.819743773929e-03      -8.040307500345e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.439642047065e+00       1.307378067531e-01       1.665239702954e-03       1.665246381319e-03      -1.169778727278e+02       3.399350662278e-01      -1.408738072274e-03      -3.386976002052e-01       1.160546100313e-03       2.973857278372e-01 
       3.862250376607e+02       1.425467010660e-03      -6.818946053672e-03      -8.029685734601e-06       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00       0.000000000000e+00      -7.456442912513e+00       1.308847423768e-01       1.665113358070e-03       1.665120352966e-03      -1.170215354382e+02       3.399887269458e-01      -1.661443637320e-03      -3.388881120159e-01       1.216670835160e-03       3.006549044028e-01 
