#scalar perturbations for mode k = 1.000000000000e+00 Mpc^(-1)
#    1:tau [Mpc]              2:a                      3:delta_g                4:theta_g                5:shear_g                6:pol0_g                 7:pol1_g                 8:pol2_g                 9:delta_b               10:theta_b               11:psi                   12:phi                   13:delta_cdm             14:theta_cdm             15:delta_ncdm[0]         16:theta_ncdm[0]         17:shear_ncdm[0]         18:cs2_ncdm[0]        
       3.114585493417e+02       1.056838929108e-03      -8.598112745457e-03      -4.239187147581e-05      -6.091933920304e-05      -6.771675692415e-06      -4.449183824391e-07      -3.409475728966e-06      -1.069021598762e+00       3.923270569198e-02       1.763157186436e-03       1.763171396249e-03      -9.275915535581e+01       3.091466507294e-01      -4.634695884628e-03      -3.095182809898e-01       1.460457630758e-03       3.190492261705e-01 
       3.115678583101e+02       1.057345315373e-03      -8.592696671447e-03      -4.228437425496e-05      -6.105093962560e-05      -6.776884154631e-06      -4.427964302753e-07      -3.412005573570e-06      -1.073317438198e+00       3.935690918659e-02       1.762969239746e-03       1.762982766658e-03      -9.279295086010e+01       3.091912393133e-01      -4.610701038353e-03      -3.097929779543e-01       1.395876229251e-03       3.192425446093e-01 
       3.116771672784e+02       1.057851796903e-03      -8.587295931922e-03      -4.217738342110e-05      -6.118246059171e-05      -6.782061484777e-06      -4.406845577873e-07      -3.414522553996e-06      -1.077626862007e+00       3.948126022526e-02       1.762781427557e-03       1.762794213942e-03      -9.282675123816e+01       3.092358290922e-01      -4.554174668964e-03      -3.100592911062e-01       1.325590303211e-03       3.193996137778e-01 
       3.117864762467e+02       1.058358373698e-03      -8.581910433817e-03      -4.207103724541e-05      -6.131392652272e-05      -6.787204353858e-06      -4.385825084137e-07      -3.417025950151e-06      -1.081949886272e+00       3.960575835597e-02       1.762593747216e-03       1.762605741583e-03      -9.286055649011e+01       3.092804200645e-01      -4.466430368767e-03      -3.103157685555e-01       1.250178586920e-03       3.195235343144e-01 
       3.119270397546e+02       1.059009935208e-03      -8.575007318696e-03      -4.193475119091e-05      -6.148293357874e-05      -6.793766251443e-06      -4.358933387678e-07      -3.420224925919e-06      -1.087529001275e+00       3.976606769297e-02       1.762352594117e-03       1.762363504218e-03      -9.290403478769e+01       3.093377626137e-01      -4.310175184149e-03      -3.106289619919e-01       1.146608058342e-03       3.196373035223e-01 
       3.120390066850e+02       1.059529054200e-03      -8.569526421826e-03      -4.182606272185e-05      -6.161753152905e-05      -6.798952694562e-06      -4.337619947253e-07      -3.422756944750e-06      -1.091989221304e+00       3.989393296966e-02       1.762160653014e-03       1.762170654437e-03      -9.293867352321e+01       3.093834406638e-01      -4.153008852915e-03      -3.108634586765e-01       1.059555007403e-03       3.196923992240e-01 
       3.121509736155e+02       1.060048273146e-03      -8.564061325000e-03      -4.171756973587e-05      -6.175210261796e-05      -6.804105710641e-06      -4.316398366539e-07      -3.425275076250e-06      -1.096463766163e+00       4.002194859582e-02       1.761968844852e-03       1.761977904691e-03      -9.297331737293e+01       3.094291199589e-01      -3.969072814853e-03      -3.110833822799e-01       9.691323984326e-04       3.197158003995e-01 
       3.122629405460e+02       1.060567592047e-03      -8.558611975425e-03      -4.160967763434e-05      -6.188665096059e-05      -6.809225450352e-06      -4.295266273564e-07      -3.427779296338e-06      -1.100952652622e+00       4.015011480245e-02       1.761777169155e-03       1.761785260796e-03      -9.300796633697e+01       3.094748004970e-01      -3.760595683285e-03      -3.112876797299e-01       8.759430867036e-04       3.197060745092e-01 
       3.123749074765e+02       1.061087010903e-03      -8.553178270494e-03      -4.150215718401e-05      -6.202119156077e-05      -6.814308571863e-06      -4.274220947902e-07      -3.430268887763e-06      -1.105455897454e+00       4.027843016971e-02       1.761585626000e-03       1.761592728931e-03      -9.304262041545e+01       3.095204822755e-01      -3.529951675422e-03      -3.114754281233e-01       7.805738270937e-04       3.196603549055e-01 
       3.124868744070e+02       1.061606529715e-03      -8.547760143530e-03      -4.139442018375e-05      -6.215572859549e-05      -6.819353652497e-06      -4.253258819590e-07      -3.432743519668e-06      -1.109973517266e+00       4.040689235205e-02       1.761394215996e-03       1.761400315583e-03      -9.307727960850e+01       3.095661652917e-01      -3.279641329189e-03      -3.116458365638e-01       6.835919504543e-04       3.195738997339e-01 
       3.125988413375e+02       1.062126148482e-03      -8.542357596514e-03      -4.128646716089e-05      -6.229024567566e-05      -6.824365214969e-06      -4.232376454052e-07      -3.435204048464e-06      -1.114505528437e+00       4.053550055014e-02       1.761202940258e-03       1.761208027498e-03      -9.311194391622e+01       3.096118495436e-01      -3.012271900311e-03      -3.117982470142e-01       5.855426404694e-04       3.194393368975e-01 
       3.127108082680e+02       1.062645867206e-03      -8.536970612316e-03      -4.117899231199e-05      -6.242472869018e-05      -6.829347732195e-06      -4.211571777562e-07      -3.437651320277e-06      -1.119051947294e+00       4.066425577696e-02       1.761011800377e-03       1.761015871626e-03      -9.314661333875e+01       3.096575350291e-01      -2.730537699089e-03      -3.119321343304e-01       4.869467820074e-04       3.192453667797e-01 
       3.128417281118e+02       1.063253686743e-03      -8.530691378537e-03      -4.105400448040e-05      -6.258193904408e-05      -6.835133038783e-06      -4.187341862577e-07      -3.440495222439e-06      -1.124386243744e+00       4.081499130347e-02       1.760788480828e-03       1.760791366265e-03      -9.318715782527e+01       3.097109553694e-01      -2.386598955580e-03      -3.120646743200e-01       3.716299235541e-04       3.189192039286e-01 
       3.129726479557e+02       1.063861642941e-03      -8.524433151921e-03      -4.092897846997e-05      -6.273911952578e-05      -6.840865694757e-06      -4.163212429764e-07      -3.443318294323e-06      -1.129740286771e+00       4.096592369248e-02       1.760565353745e-03       1.760567062912e-03      -9.322770930508e+01       3.097643773915e-01      -2.031294485720e-03      -3.121709563113e-01       2.569858898712e-04       3.184400523476e-01 
       3.131035677995e+02       1.064469735799e-03      -8.518195910016e-03      -4.080327574796e-05      -6.289624326924e-05      -6.846548058255e-06      -4.139177834173e-07      -3.446120949046e-06      -1.135114101998e+00       4.111705003296e-02       1.760342423701e-03       1.760342973177e-03      -9.326826777836e+01       3.098178010933e-01      -1.669168258829e-03      -3.122508191346e-01       1.437075019112e-04       3.177194576306e-01 
       3.132344876434e+02       1.065077965318e-03      -8.511979695039e-03      -4.067761538257e-05      -6.305325911272e-05      -6.852194283561e-06      -4.115233707028e-07      -3.448905951436e-06      -1.140507714760e+00       4.126837096041e-02       1.760119695801e-03       1.760119108645e-03      -9.330883324529e+01       3.098712264737e-01      -1.304771496222e-03      -3.123043359108e-01       3.243612336426e-05       3.165731848710e-01 
       3.133414711416e+02       1.065575092444e-03      -8.506915574178e-03      -4.057558966231e-05      -6.318147247179e-05      -6.856781915872e-06      -4.095734005667e-07      -3.451168723714e-06      -1.144929918838e+00       4.139217081305e-02       1.759937843624e-03       1.759936348932e-03      -9.334198723676e+01       3.099148852274e-01      -1.008464746446e-03      -3.123287094594e-01      -5.658755963981e-05       3.150231766347e-01 
       3.134484546399e+02       1.066072310828e-03      -8.501865352362e-03      -4.047370349297e-05      -6.330960968949e-05      -6.861335931231e-06      -4.076293792422e-07      -3.453417740183e-06      -1.149365373832e+00       4.151609937932e-02       1.759756133276e-03       1.759753753406e-03      -9.337514589856e+01       3.099585451015e-01      -7.160926870630e-04      -3.123359594523e-01      -1.435770404155e-04       3.122380222181e-01 
       3.135554381381e+02       1.066569620469e-03      -8.496828990455e-03      -4.037137338203e-05      -6.343766016027e-05      -6.865855936128e-06      -4.056910366013e-07      -3.455652897847e-06      -1.153814093449e+00       4.164015446715e-02       1.759574568003e-03       1.759571328078e-03      -9.340830923080e+01       3.100022060967e-01      -4.300423445354e-04      -3.123264531716e-01      -2.282544181826e-04       3.058669689315e-01 
       3.136624216364e+02       1.067067021368e-03      -8.491806519850e-03      -4.026881912478e-05      -6.356559095388e-05      -6.870351625681e-06      -4.037580930843e-07      -3.457876105453e-06      -1.158276091188e+00       4.176433598474e-02       1.759393151091e-03       1.759389078791e-03      -9.344147723357e+01       3.100458682140e-01      -1.526424432900e-04      -3.123006488862e-01      -3.103612453364e-04       2.769821133687e-01 
       3.137694051346e+02       1.067564513526e-03      -8.486797937705e-03      -4.016671832252e-05      -6.369338004213e-05      -6.874827429614e-06      -4.018305201408e-07      -3.460088213562e-06      -1.162751380545e+00       4.188864503054e-02       1.759211885822e-03       1.759207011188e-03      -9.347464990698e+01       3.100895314546e-01       1.138491498531e-04      -3.122590921127e-01      -3.896572066965e-04       3.816011840543e-01 
       3.138763886328e+02       1.068062096942e-03      -8.481803165255e-03      -4.006502441223e-05      -6.382103015062e-05      -6.879275743157e-06      -3.999083982552e-07      -3.462287670627e-06      -1.167239975099e+00       4.201308081020e-02       1.759030775424e-03       1.759025130683e-03      -9.350782725114e+01       3.101331958202e-01       3.672574126516e-04      -3.122024116785e-01      -4.659186897617e-04       3.401717318498e-01 
       3.139833721311e+02       1.068559771617e-03      -8.476822151014e-03      -3.996284522240e-05      -6.394853813434e-05      -6.883689783614e-06      -3.979915941590e-07      -3.464473096439e-06      -1.171741888302e+00       4.213764032531e-02       1.758849823030e-03       1.758843442431e-03      -9.354100926615e+01       3.101768613124e-01       6.055015986210e-04      -3.121313156601e-01      -5.389373362378e-04       3.327853804258e-01 
       3.140903556293e+02       1.069057537551e-03      -8.471854956813e-03      -3.985975967624e-05      -6.407586857168e-05      -6.888075361141e-06      -3.960798029457e-07      -3.466645625414e-06      -1.176257133318e+00       4.226232181128e-02       1.758669031633e-03       1.758661951300e-03      -9.357419595212e+01       3.102205279334e-01       8.266061044802e-04      -3.120465872069e-01      -6.085186146539e-04       3.296831710864e-01 
       3.141975590713e+02       1.069556418366e-03      -8.466891508264e-03      -3.975624919078e-05      -6.420324044341e-05      -6.892448022805e-06      -3.941689763760e-07      -3.468810969248e-06      -1.180795047108e+00       4.238738311338e-02       1.758488032876e-03       1.758480289353e-03      -9.360745555095e+01       3.102642854623e-01       1.029105456741e-03      -3.119488672261e-01      -6.746121923868e-04       3.279562546032e-01 
       3.142353775933e+02       1.069732432109e-03      -8.465143874190e-03      -3.971991182111e-05      -6.424811714231e-05      -6.893985141366e-06      -3.934960852736e-07      -3.469572012808e-06      -1.182399102158e+00       4.243153137834e-02       1.758424221075e-03       1.758416252979e-03      -9.361918977165e+01       3.102797222259e-01       1.095658960717e-03      -3.119115039296e-01      -6.970285407341e-04       3.275134159726e-01 
       3.142731961153e+02       1.069908457255e-03      -8.463397970133e-03      -3.968354949241e-05      -6.429296567115e-05      -6.895518927721e-06      -3.928238157620e-07      -3.470331478200e-06      -1.184004827039e+00       4.247569491427e-02       1.758360430181e-03       1.758352242515e-03      -9.363092457608e+01       3.102951591315e-01       1.159547039376e-03      -3.118727010332e-01      -7.189638516205e-04       3.271280004228e-01 
       3.143110146373e+02       1.070084493806e-03      -8.461653794441e-03      -3.964711396870e-05      -6.433778557362e-05      -6.897049454795e-06      -3.921521587726e-07      -3.471089378765e-06      -1.185612222334e+00       4.251987356523e-02       1.758296660297e-03       1.758288258133e-03      -9.364265996423e+01       3.103105961790e-01       1.220699114784e-03      -3.118325020195e-01      -7.404110297786e-04       3.267886054156e-01 
       3.143488331593e+02       1.070260541761e-03      -8.459911350802e-03      -3.961065415231e-05      -6.438257519561e-05      -6.898576970554e-06      -3.914811118843e-07      -3.471845762288e-06      -1.187221288610e+00       4.256406742922e-02       1.758232911522e-03       1.758224299996e-03      -9.365439593611e+01       3.103260333688e-01       1.279046810092e-03      -3.117909512870e-01      -7.613631219348e-04       3.264865654354e-01 
       3.143866516813e+02       1.070436601119e-03      -8.458170641339e-03      -3.957420703421e-05      -6.442733338442e-05      -6.900101502851e-06      -3.908106767030e-07      -3.472600632394e-06      -1.188832026439e+00       4.260827657274e-02       1.758169183951e-03       1.758160368264e-03      -9.366613249173e+01       3.103414707010e-01       1.334523985972e-03      -3.117480941226e-01      -7.818133117155e-04       3.262151698731e-01 
       3.144244702032e+02       1.070612671882e-03      -8.456431665016e-03      -3.953774137572e-05      -6.447205979767e-05      -6.901622874025e-06      -3.901408526848e-07      -3.473353951823e-06      -1.190444436398e+00       4.265250088365e-02       1.758105477675e-03       1.758096463089e-03      -9.367786963109e+01       3.103569081756e-01       1.387066776166e-03      -3.117039766730e-01      -8.017549151641e-04       3.259691336832e-01 
       3.144622887252e+02       1.070788754048e-03      -8.454694421339e-03      -3.950121843554e-05      -6.451675390769e-05      -6.903141019602e-06      -3.894716359854e-07      -3.474105706043e-06      -1.192058519061e+00       4.269674023028e-02       1.758041792779e-03       1.758032584619e-03      -9.368960735419e+01       3.103723457929e-01       1.436613630169e-03      -3.116586459189e-01      -8.211813762451e-04       3.257442302615e-01 
       3.145160218138e+02       1.071038953681e-03      -8.452229104540e-03      -3.944925739752e-05      -6.458019815529e-05      -6.905292685316e-06      -3.885218425798e-07      -3.475171155703e-06      -1.194354708205e+00       4.275962199328e-02       1.757951345309e-03       1.757941871387e-03      -9.370628548037e+01       3.103942800225e-01       1.501742639339e-03      -3.115922466127e-01      -8.478842514945e-04       3.254544340716e-01 
       3.145697549023e+02       1.071289176336e-03      -8.449767294046e-03      -3.939724300472e-05      -6.464357191012e-05      -6.907438300124e-06      -3.875732636538e-07      -3.476233528635e-06      -1.196654276833e+00       4.282253412390e-02       1.757860941376e-03       1.757851212728e-03      -9.372296478498e+01       3.104162145410e-01       1.560543243189e-03      -3.115236343538e-01      -8.735161995162e-04       3.251926652342e-01 
       3.146234879908e+02       1.071539422012e-03      -8.447308992754e-03      -3.934518623316e-05      -6.470687278087e-05      -6.909577900470e-06      -3.866258974857e-07      -3.477292826418e-06      -1.198957226572e+00       4.288547656297e-02       1.757770581174e-03       1.757760608995e-03      -9.373964526804e+01       3.104381493487e-01       1.612864020071e-03      -3.114529519395e-01      -8.980596535499e-04       3.249528580577e-01 
       3.146772210794e+02       1.071789690710e-03      -8.444854202610e-03      -3.929306623285e-05      -6.477009874856e-05      -6.911711387273e-06      -3.856797428494e-07      -3.478349023393e-06      -1.201263559047e+00       4.294844916781e-02       1.757680264874e-03       1.757670060518e-03      -9.375632692957e+01       3.104600844461e-01       1.658563762352e-03      -3.113803450297e-01      -9.214974994125e-04       3.247301848209e-01 
       3.147309541679e+02       1.072039982429e-03      -8.442402926891e-03      -3.924086391827e-05      -6.483324753752e-05      -6.913838740148e-06      -3.847347969038e-07      -3.479402109495e-06      -1.203573275876e+00       4.301145180061e-02       1.757589992626e-03       1.757579567597e-03      -9.377300976958e+01       3.104820198337e-01       1.697511670970e-03      -3.113059619871e-01      -9.438130646168e-04       3.245207026852e-01 
       3.147846872564e+02       1.072290297169e-03      -8.439955170341e-03      -3.918858181651e-05      -6.489631655684e-05      -6.915960061293e-06      -3.837910565201e-07      -3.480452098939e-06      -1.205886378669e+00       4.307448437963e-02       1.757499764556e-03       1.757489130508e-03      -9.378969378808e+01       3.105039555121e-01       1.729587534138e-03      -3.112299537178e-01      -9.649901120083e-04       3.243211028466e-01 
       3.148659431883e+02       1.072668870367e-03      -8.436260333780e-03      -3.910937635876e-05      -6.499153338542e-05      -6.919156633257e-06      -3.823662055399e-07      -3.482034038650e-06      -1.209390720446e+00       4.316985983674e-02       1.757363404541e-03       1.757352476861e-03      -9.381492583399e+01       3.105371275068e-01       1.764799322158e-03      -3.111122673482e-01      -9.948167018652e-04       3.240317694623e-01 
       3.149471991201e+02       1.073047496211e-03      -8.432573571136e-03      -3.903003005917e-05      -6.508655409473e-05      -6.922339801009e-06      -3.809441081798e-07      -3.483608936290e-06      -1.212902814424e+00       4.326530337107e-02       1.757227146037e-03       1.757215952172e-03      -9.384016057495e+01       3.105703001693e-01       1.783717650637e-03      -3.109917550204e-01      -1.021950939399e-03       3.237498991289e-01 
       3.150284550519e+02       1.073426174700e-03      -8.428894895668e-03      -3.895053211811e-05      -6.518137170594e-05      -6.925509591190e-06      -3.795247697893e-07      -3.485176772367e-06      -1.216422666120e+00       4.336081464361e-02       1.757090989175e-03       1.757079557021e-03      -9.386539801103e+01       3.106034735015e-01       1.786069921721e-03      -3.108689664548e-01      -1.046342376652e-03       3.234675890808e-01 
       3.151097109837e+02       1.073804905835e-03      -8.425224323014e-03      -3.887083841803e-05      -6.527597924231e-05      -6.928666014405e-06      -3.781081962216e-07      -3.486737522983e-06      -1.219950281021e+00       4.345639322680e-02       1.756954933958e-03       1.756943291835e-03      -9.389063814228e+01       3.106366475053e-01       1.771642830374e-03      -3.107444602192e-01      -1.067942989003e-03       3.231769850934e-01 
       3.151909669155e+02       1.074183689615e-03      -8.421561873531e-03      -3.879093932763e-05      -6.537036907913e-05      -6.931809304789e-06      -3.766943950477e-07      -3.488291207550e-06      -1.223485664584e+00       4.355203878173e-02       1.756818980261e-03       1.756807156886e-03      -9.391588096875e+01       3.106698221824e-01       1.740283219015e-03      -3.106188023353e-01      -1.086707331009e-03       3.228695716716e-01 
       3.152722228473e+02       1.074562526041e-03      -8.417907568358e-03      -3.871087423191e-05      -6.546453389047e-05      -6.934939749932e-06      -3.752833802004e-07      -3.489837854649e-06      -1.227028822239e+00       4.364775109472e-02       1.756683127836e-03       1.756671152292e-03      -9.394112649050e+01       3.107029975347e-01       1.691898799743e-03      -3.104925648454e-01      -1.102592739458e-03       3.225353357286e-01 
       3.153534787791e+02       1.074941415113e-03      -8.414261425294e-03      -3.863066652970e-05      -6.555846773970e-05      -6.938057383272e-06      -3.738751721067e-07      -3.491377440601e-06      -1.230579759397e+00       4.374352990939e-02       1.756547376308e-03       1.756535278015e-03      -9.396637470757e+01       3.107361735641e-01       1.626458727732e-03      -3.103663243464e-01      -1.115559584306e-03       3.221616220643e-01 
       3.154734268125e+02       1.075500818177e-03      -8.408894031758e-03      -3.851197709387e-05      -6.569669720023e-05      -6.942636303590e-06      -3.718015873158e-07      -3.493637199510e-06      -1.235835796099e+00       4.388503705822e-02       1.756347166520e-03       1.756334941428e-03      -9.400365043868e+01       3.107851484540e-01       1.498767383828e-03      -3.101811936482e-01      -1.129290930734e-03       3.214999743735e-01 
       3.155933748458e+02       1.076060335963e-03      -8.403544526108e-03      -3.839281467727e-05      -6.583439540559e-05      -6.947187167989e-06      -3.697342468316e-07      -3.495881367022e-06      -1.241108814035e+00       4.402668696318e-02       1.756147173421e-03       1.756134887106e-03      -9.404093204348e+01       3.108341248287e-01       1.334337978670e-03      -3.099991890393e-01      -1.136482414685e-03       3.206247745303e-01 
       3.157133228791e+02       1.076619968469e-03      -8.398212990983e-03      -3.827316341831e-05      -6.597154396700e-05      -6.951710601888e-06      -3.676732380488e-07      -3.498109953537e-06      -1.246398830276e+00       4.416847853790e-02       1.755947394407e-03       1.755935113056e-03      -9.407821952215e+01       3.108831026932e-01       1.133812601076e-03      -3.098221760198e-01      -1.137052503481e-03       3.193622043918e-01 
       3.158332709124e+02       1.077179715696e-03      -8.392899506804e-03      -3.815322013367e-05      -6.610812683778e-05      -6.956208015068e-06      -3.656186791323e-07      -3.500323119149e-06      -1.251705861775e+00       4.431041124155e-02       1.755747826373e-03       1.755735616552e-03      -9.411551287487e+01       3.109320820527e-01       8.981267781281e-04      -3.096520050446e-01      -1.130943033862e-03       3.173093318395e-01 
       3.159532189457e+02       1.077739577645e-03      -8.387604127949e-03      -3.803313182915e-05      -6.624413683271e-05      -6.960679512486e-06      -3.635707257327e-07      -3.502520756838e-06      -1.257029925420e+00       4.445248439556e-02       1.755548465763e-03       1.755536394144e-03      -9.415281210183e+01       3.109810629118e-01       6.285061135438e-04      -3.094904998728e-01      -1.118122637667e-03       3.132544596496e-01 
       3.160731669790e+02       1.078299554317e-03      -8.382326899140e-03      -3.791275552278e-05      -6.637957234579e-05      -6.965123720668e-06      -3.615295376341e-07      -3.504702458698e-06      -1.262371037996e+00       4.459469655827e-02       1.755349308616e-03       1.755337441676e-03      -9.419011720324e+01       3.110300452744e-01       3.264611478397e-04      -3.093394456380e-01      -1.098590349740e-03       3.010571538319e-01 
       3.161931150123e+02       1.078859645710e-03      -8.377067894043e-03      -3.779186487629e-05      -6.651442717979e-05      -6.969540621251e-06      -3.594952561989e-07      -3.506868082133e-06      -1.267729216112e+00       4.473704606643e-02       1.755150350624e-03       1.755138754307e-03      -9.422742817927e+01       3.110790291442e-01      -6.219672714443e-06      -3.092005766679e-01      -1.072379333374e-03       1.644939403455e+00 
       3.163130630456e+02       1.079419851826e-03      -8.371827213331e-03      -3.767055197340e-05      -6.664869007955e-05      -6.973932611027e-06      -3.574680463770e-07      -3.509017961120e-06      -1.273104476200e+00       4.487953208116e-02       1.754951587193e-03       1.754940326535e-03      -9.426474503014e+01       3.111280145245e-01      -3.674790051931e-04      -3.090755640866e-01      -1.039560644557e-03       3.482980772823e-01 
       3.164330110789e+02       1.079980172664e-03      -8.366604934509e-03      -3.754917737625e-05      -6.678235751348e-05      -6.978301118763e-06      -3.554481459310e-07      -3.511152231062e-06      -1.278496834615e+00       4.502215445469e-02       1.754753013508e-03       1.754742152227e-03      -9.430206775604e+01       3.111770014179e-01      -7.550016117474e-04      -3.089660032592e-01      -1.000246928648e-03       3.367515573847e-01 
       3.165529591122e+02       1.080540608226e-03      -8.361401087844e-03      -3.742785304217e-05      -6.691544044431e-05      -6.982643980714e-06      -3.534358250139e-07      -3.513270306945e-06      -1.283906307682e+00       4.516491238617e-02       1.754554624600e-03       1.754544224657e-03      -9.433939635717e+01       3.112259898264e-01      -1.166227340955e-03      -3.088734011612e-01      -9.545959339448e-04       3.328395572519e-01 
       3.166729071456e+02       1.081101158511e-03      -8.356215704864e-03      -3.730624349430e-05      -6.704795167951e-05      -6.986958743577e-06      -3.514313002095e-07      -3.515371544600e-06      -1.289332911596e+00       4.530780390741e-02       1.754356415419e-03       1.754346536544e-03      -9.437673083374e+01       3.112749797514e-01      -1.598366087741e-03      -3.087991637592e-01      -9.028137345801e-04       3.308641697517e-01 
       3.167928551789e+02       1.081661823519e-03      -8.351048871396e-03      -3.718409594894e-05      -6.717989126084e-05      -6.991247380637e-06      -3.494347521047e-07      -3.517456181473e-06      -1.294776662321e+00       4.545082726507e-02       1.754158380901e-03       1.754149080099e-03      -9.441407118594e+01       3.113239711938e-01      -2.048414735035e-03      -3.087445835022e-01      -8.451575632683e-04       3.296693010900e-01 
       3.169128032122e+02       1.082222603252e-03      -8.345900694045e-03      -3.706174776502e-05      -6.731125479082e-05      -6.995514192442e-06      -3.474464476527e-07      -3.519524916418e-06      -1.300237575653e+00       4.559398224142e-02       1.753960516037e-03       1.753951847068e-03      -9.445141741400e+01       3.113729641539e-01      -2.513176059618e-03      -3.087108270323e-01      -7.819381559687e-04       3.288671460517e-01 
       3.170371893240e+02       1.082804253011e-03      -8.340581799134e-03      -3.693503622149e-05      -6.744688275706e-05      -6.999914452287e-06      -3.453936746226e-07      -3.521652953549e-06      -1.305918686575e+00       4.574257276506e-02       1.753755504140e-03       1.753747543121e-03      -9.449015165910e+01       3.114237714569e-01      -3.007067582933e-03      -3.086989139829e-01      -7.108956991536e-04       3.282726165798e-01 
       3.171615754359e+02       1.083386026141e-03      -8.335283036382e-03      -3.680844729376e-05      -6.758193158615e-05      -7.004285006571e-06      -3.433505440799e-07      -3.523762297677e-06      -1.311618288130e+00       4.589130328896e-02       1.753550664211e-03       1.753543460066e-03      -9.452889222336e+01       3.114745803909e-01      -3.509225932173e-03      -3.087114772656e-01      -6.347368149944e-04       3.278288263522e-01 
       3.172859615477e+02       1.083967922643e-03      -8.330004431545e-03      -3.668163303266e-05      -6.771642338152e-05      -7.008625371457e-06      -3.413173179332e-07      -3.525852682451e-06      -1.317336397678e+00       4.604017168059e-02       1.753345991321e-03       1.753339587525e-03      -9.456763910702e+01       3.115253909541e-01      -4.015577061184e-03      -3.087493089429e-01      -5.539991866150e-04       3.274851866755e-01 
       3.173347004644e+02       1.084195964095e-03      -8.327941600861e-03      -3.663189146591e-05      -6.776897101142e-05      -7.010319713665e-06      -3.405233733309e-07      -3.526666935797e-06      -1.319582007601e+00       4.609854098502e-02       1.753265837725e-03       1.753259758091e-03      -9.458282324177e+01       3.115453007895e-01      -4.214219312519e-03      -3.087711590190e-01      -5.212437009224e-04       3.273709013818e-01 
       3.173834393810e+02       1.084424024490e-03      -8.325881880558e-03      -3.658224279057e-05      -6.782143477544e-05      -7.012010870995e-06      -3.397310275652e-07      -3.527478531537e-06      -1.321830462807e+00       4.615693152977e-02       1.753185708813e-03       1.753179958700e-03      -9.459800834681e+01       3.115652108748e-01      -4.412607524642e-03      -3.087970093443e-01      -4.879159842344e-04       3.272660127769e-01 
       3.174321782977e+02       1.084652103827e-03      -8.323825268179e-03      -3.653264793624e-05      -6.787381748757e-05      -7.013698060836e-06      -3.389403166503e-07      -3.528287303431e-06      -1.324081764328e+00       4.621534313873e-02       1.753105604338e-03       1.753100188704e-03      -9.461319442217e+01       3.115851212096e-01      -4.610484456929e-03      -3.088268820807e-01      -4.540564062760e-04       3.271694542452e-01 
       3.174809172144e+02       1.084880202106e-03      -8.321771763656e-03      -3.648301898113e-05      -6.792612123423e-05      -7.015380830951e-06      -3.381512609257e-07      -3.529093151858e-06      -1.326335913190e+00       4.627377550900e-02       1.753025524066e-03       1.753020447449e-03      -9.462838146786e+01       3.116050317938e-01      -4.807591564056e-03      -3.088607942707e-01      -4.197067999923e-04       3.270803206203e-01 
       3.175296561310e+02       1.085108319327e-03      -8.319721371706e-03      -3.643335666159e-05      -6.797834657752e-05      -7.017059443745e-06      -3.373638764238e-07      -3.529896120111e-06      -1.328592910405e+00       4.633222857004e-02       1.752945467773e-03       1.752940734282e-03      -9.464356948389e+01       3.116249426271e-01      -5.003669361562e-03      -3.088987577651e-01      -3.849104154734e-04       3.269978388670e-01 
       3.175783950477e+02       1.085336455489e-03      -8.317674096796e-03      -3.638373215031e-05      -6.803049407179e-05      -7.018734224214e-06      -3.365781872483e-07      -3.530696263895e-06      -1.330852756983e+00       4.639070243496e-02       1.752865435247e-03       1.752861048548e-03      -9.465875847028e+01       3.116448537095e-01      -5.198457795121e-03      -3.089407791592e-01      -3.497118683149e-04       3.269213449473e-01 
       3.176271339643e+02       1.085564610594e-03      -8.315629939136e-03      -3.633416783572e-05      -6.808256547401e-05      -7.020405048542e-06      -3.357942234334e-07      -3.531493549393e-06      -1.333115453937e+00       4.644919708909e-02       1.752785426289e-03       1.752781389591e-03      -9.467394842704e+01       3.116647650407e-01      -5.391696577977e-03      -3.089868597224e-01      -3.141570988840e-04       3.268502654258e-01 
       3.177086792791e+02       1.085946380350e-03      -8.312216817527e-03      -3.625138103275e-05      -6.816952127887e-05      -7.023191768333e-06      -3.344865020909e-07      -3.532821096755e-06      -1.336907559801e+00       4.654711107778e-02       1.752651615119e-03       1.752648169904e-03      -9.469936498636e+01       3.116980793400e-01      -5.710827793496e-03      -3.090730206094e-01      -2.540035400255e-04       3.267421169372e-01 
       3.177902245938e+02       1.086328203131e-03      -8.308812419217e-03      -3.616849125770e-05      -6.825627829102e-05      -7.025966207946e-06      -3.331838032173e-07      -3.534140339402e-06      -1.340707652212e+00       4.664508201075e-02       1.752517868619e-03       1.752515020300e-03      -9.472478426212e+01       3.117313943341e-01      -6.023677824038e-03      -3.091704768351e-01      -1.932143648321e-04       3.266458078137e-01 
       3.178717699085e+02       1.086710078935e-03      -8.305416766231e-03      -3.608542609373e-05      -6.834283985634e-05      -7.028728429327e-06      -3.318862274349e-07      -3.535451253351e-06      -1.344515735811e+00       4.674310936086e-02       1.752384186112e-03       1.752381937761e-03      -9.475020625440e+01       3.117647100219e-01      -6.329039646708e-03      -3.092791314472e-01      -1.320273770810e-04       3.265597713326e-01 
