# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  674       2.430478543330e-10       5.003328080307e-12      -7.381372340369e-12       1.047021008036e-14       2.505537488001e-14       4.538390033276e-15      -6.592058856434e-16 
  675       2.430634972481e-10       5.014338954028e-12      -7.609692359970e-12       1.047694960744e-14       2.492020472506e-14       4.560478755583e-15      -6.590272770805e-16 
  676       2.431047277756e-10       5.024562241454e-12      -7.837753084944e-12       1.048377319283e-14       2.478595065239e-14       4.582288432123e-15      -6.587793056676e-16 
  677       2.431716171429e-10       5.033989948793e-12      -8.065441611754e-12       1.049068489496e-14       2.465260136281e-14       4.603809147063e-15      -6.584635959528e-16 
  678       2.432642352712e-10       5.042614050288e-12      -8.292643789797e-12       1.049768880969e-14       2.452014529510e-14       4.625030893594e-15      -6.580817967018e-16 
  679       2.433826507676e-10       5.050426488167e-12      -8.519244216952e-12       1.050478907037e-14       2.438857062486e-14       4.645943573631e-15      -6.576355809934e-16 
  680       2.435269309177e-10       5.057419172606e-12      -8.745126235127e-12       1.051198984803e-14       2.425786526332e-14       4.666536997513e-15      -6.571266463142e-16 
  681       2.436971416782e-10       5.063583981686e-12      -8.970171925811e-12       1.051929535145e-14       2.412801685620e-14       4.686800883697e-15      -6.565567146540e-16 
  682       2.438933476690e-10       5.068912761350e-12      -9.194262105614e-12       1.052670982730e-14       2.399901278253e-14       4.706724858459e-15      -6.559275326005e-16 
  683       2.441155578918e-10       5.073399325536e-12      -9.417285042447e-12       1.053423700745e-14       2.387084190321e-14       4.726300115093e-15      -6.552405606322e-16 
  684       2.443635616292e-10       5.077045503510e-12      -9.639162817219e-12       1.054187843778e-14       2.374349985003e-14       4.745524430984e-15      -6.544960335259e-16 
  685       2.446370890278e-10       5.079855221532e-12      -9.859825516041e-12       1.054963511396e-14       2.361698384723e-14       4.764397257028e-15      -6.536938800804e-16 
  686       2.449358650335e-10       5.081832514847e-12      -1.007920255834e-11       1.055750803095e-14       2.349129097135e-14       4.782918067958e-15      -6.528340321191e-16 
  687       2.452596093695e-10       5.082981528156e-12      -1.029722269468e-11       1.056549818302e-14       2.336641815041e-14       4.801086362467e-15      -6.519164245040e-16 
  688       2.456080365154e-10       5.083306516086e-12      -1.051381400448e-11       1.057360656372e-14       2.324236216331e-14       4.818901663336e-15      -6.509409951519e-16 
  689       2.459808556851e-10       5.082811843666e-12      -1.072890389389e-11       1.058183416586e-14       2.311911963902e-14       4.836363517551e-15      -6.499076850491e-16 
  690       2.463777708058e-10       5.081501986794e-12      -1.094241909352e-11       1.059018198147e-14       2.299668705593e-14       4.853471496436e-15      -6.488164382665e-16 
  691       2.467984804960e-10       5.079381532711e-12      -1.115428565624e-11       1.059865100180e-14       2.287506074110e-14       4.870225195774e-15      -6.476672019755e-16 
  692       2.472426780442e-10       5.076455180477e-12      -1.136442895499e-11       1.060724221728e-14       2.275423686958e-14       4.886624235930e-15      -6.464599264626e-16 
  693       2.477100513873e-10       5.072727741436e-12      -1.157277368054e-11       1.061595661753e-14       2.263421146363e-14       4.902668261980e-15      -6.451945651447e-16 
  694       2.482002830892e-10       5.068204139693e-12      -1.177924383928e-11       1.062479519129e-14       2.251498039208e-14       4.918356943831e-15      -6.438710745847e-16 
  695       2.487130503191e-10       5.062889412583e-12      -1.198376275103e-11       1.063375892644e-14       2.239653936958e-14       4.933689976349e-15      -6.424894145065e-16 
  696       2.492480248301e-10       5.056788711145e-12      -1.218625304682e-11       1.064284880996e-14       2.227888395588e-14       4.948667079482e-15      -6.410495478100e-16 
  697       2.498048729373e-10       5.049907300594e-12      -1.238663666666e-11       1.065206582791e-14       2.216200955512e-14       4.963287998386e-15      -6.395514405866e-16 
  698       2.503832554971e-10       5.042250560792e-12      -1.258483485736e-11       1.066141096541e-14       2.204591141512e-14       4.977552503548e-15      -6.379950621347e-16 
  699       2.509828278846e-10       5.033823986718e-12      -1.278076817029e-11       1.067088520662e-14       2.193058462668e-14       4.991460390912e-15      -6.363803849741e-16 
  700       2.516032399729e-10       5.024633188945e-12      -1.297435645917e-11       1.068048953472e-14       2.181602412283e-14       5.005011482003e-15      -6.347073848621e-16 
  701       2.522441361112e-10       5.014683894108e-12      -1.316551887787e-11       1.069022493187e-14       2.170222467815e-14       5.018205624051e-15      -6.329760408083e-16 
  702       2.529051551033e-10       5.003981945377e-12      -1.335417387822e-11       1.070009237922e-14       2.158918090801e-14       5.031042690118e-15      -6.311863350897e-16 
  703       2.535859301861e-10       4.992533302928e-12      -1.354023920773e-11       1.071009285687e-14       2.147688726793e-14       5.043522579220e-15      -6.293382532664e-16 
  704       2.542860890083e-10       4.980344044419e-12      -1.372363190747e-11       1.072022734382e-14       2.136533805278e-14       5.055645216453e-15      -6.274317841963e-16 
  705       2.550052536081e-10       4.967420365455e-12      -1.390426830976e-11       1.073049681802e-14       2.125452739614e-14       5.067410553118e-15      -6.254669200507e-16 
  706       2.557430403929e-10       4.953768580068e-12      -1.408206403605e-11       1.074090225629e-14       2.114444926951e-14       5.078818566845e-15      -6.234436563293e-16 
  707       2.564990601164e-10       4.939395121181e-12      -1.425693399463e-11       1.075144463429e-14       2.103509748168e-14       5.089869261718e-15      -6.213619918758e-16 
  708       2.572729178582e-10       4.924306541088e-12      -1.442879237848e-11       1.076212492657e-14       2.092646567793e-14       5.100562668398e-15      -6.192219288924e-16 
  709       2.580642130016e-10       4.908509511918e-12      -1.459755266301e-11       1.077294410647e-14       2.081854733940e-14       5.110898844251e-15      -6.170234729560e-16 
  710       2.588725392124e-10       4.892010826112e-12      -1.476312760391e-11       1.078390314612e-14       2.071133578230e-14       5.120877873470e-15      -6.147666330325e-16 
  711       2.596974844171e-10       4.874817396897e-12      -1.492542923484e-11       1.079500301646e-14       2.060482415724e-14       5.130499867200e-15      -6.124514214926e-16 
  712       2.605386307815e-10       4.856936258749e-12      -1.508436886533e-11       1.080624468717e-14       2.049900544850e-14       5.139764963663e-15      -6.100778541269e-16 
  713       2.613955546894e-10       4.838374567876e-12      -1.523985707848e-11       1.081762912665e-14       2.039387247331e-14       5.148673328285e-15      -6.076459501612e-16 
  714       2.622678267206e-10       4.819139602682e-12      -1.539180372879e-11       1.082915730203e-14       2.028941788116e-14       5.157225153816e-15      -6.051557322712e-16 
  715       2.631550116296e-10       4.799238764241e-12      -1.554011793996e-11       1.084083017914e-14       2.018563415306e-14       5.165420660457e-15      -6.026072265988e-16 
  716       2.640566683243e-10       4.778679576771e-12      -1.568470810264e-11       1.085264872245e-14       2.008251360084e-14       5.173260095987e-15      -6.000004627660e-16 
  717       2.649723498441e-10       4.757469688106e-12      -1.582548187224e-11       1.086461389511e-14       1.998004836641e-14       5.180743735883e-15      -5.973354738914e-16 
  718       2.659016033384e-10       4.735616870163e-12      -1.596234616671e-11       1.087672665887e-14       1.987823042109e-14       5.187871883449e-15      -5.946122966044e-16 
  719       2.668439700455e-10       4.713129019421e-12      -1.609520716435e-11       1.088898797410e-14       1.977705156485e-14       5.194644869938e-15      -5.918309710611e-16 
  720       2.677989852704e-10       4.690014157386e-12      -1.622397030157e-11       1.090139879974e-14       1.967650342562e-14       5.201063054676e-15      -5.889915409593e-16 
  721       2.687661783638e-10       4.666280431070e-12      -1.634854027070e-11       1.091396009331e-14       1.957657745859e-14       5.207126825191e-15      -5.860940535536e-16 
  722       2.697450788048e-10       4.641936799397e-12      -1.646883405860e-11       1.092667236806e-14       1.947726608970e-14       5.212837185449e-15      -5.831386800853e-16 
  723       2.707352346284e-10       4.616995106692e-12      -1.658482035602e-11       1.093953435481e-14       1.937856617315e-14       5.218197533366e-15      -5.801260797099e-16 
  724       2.717361943275e-10       4.591468052016e-12      -1.669648093993e-11       1.095254431304e-14       1.928047560230e-14       5.223211919452e-15      -5.770570429504e-16 
  725       2.727475007625e-10       4.565368507638e-12      -1.680379770552e-11       1.096570047113e-14       1.918299217139e-14       5.227884462199e-15      -5.739323719922e-16 
  726       2.737686911406e-10       4.538709519674e-12      -1.690675266703e-11       1.097900102624e-14       1.908611357498e-14       5.232219348349e-15      -5.707528807253e-16 
  727       2.747992969959e-10       4.511504308712e-12      -1.700532795847e-11       1.099244414417e-14       1.898983740758e-14       5.236220833148e-15      -5.675193947877e-16 
  728       2.758388441695e-10       4.483766270442e-12      -1.709950583451e-11       1.100602795924e-14       1.889416116315e-14       5.239893240607e-15      -5.642327516080e-16 
  729       2.768868527889e-10       4.455508976287e-12      -1.718926867116e-11       1.101975057418e-14       1.879908223468e-14       5.243240963765e-15      -5.608938004484e-16 
  730       2.779428372485e-10       4.426746174032e-12      -1.727459896662e-11       1.103361005998e-14       1.870459791372e-14       5.246268464945e-15      -5.575034024477e-16 
  731       2.790063061888e-10       4.397491788454e-12      -1.735547934203e-11       1.104760445581e-14       1.861070538994e-14       5.248980276014e-15      -5.540624306641e-16 
  732       2.800767624767e-10       4.367759921949e-12      -1.743189254231e-11       1.106173176885e-14       1.851740175064e-14       5.251380998647e-15      -5.505717701183e-16 
  733       2.811537031852e-10       4.337564855167e-12      -1.750382143687e-11       1.107598997419e-14       1.842468398037e-14       5.253475304583e-15      -5.470323178360e-16 
  734       2.822366195734e-10       4.306921047637e-12      -1.757124902046e-11       1.109037701469e-14       1.833254896041e-14       5.255267935886e-15      -5.434449828913e-16 
  735       2.833249970662e-10       4.275843138397e-12      -1.763415841392e-11       1.110489080091e-14       1.824099346836e-14       5.256763705203e-15      -5.398106864492e-16 
  736       2.844183152344e-10       4.244345946628e-12      -1.769253286499e-11       1.111952921091e-14       1.815001417768e-14       5.257967496028e-15      -5.361303618088e-16 
  737       2.855160477743e-10       4.212444472277e-12      -1.774635574906e-11       1.113429009016e-14       1.805960765720e-14       5.258884262959e-15      -5.324049544462e-16 
  738       2.866176624878e-10       4.180153896693e-12      -1.779561057000e-11       1.114917125144e-14       1.796977037075e-14       5.259519031958e-15      -5.286354220570e-16 
  739       2.877226212620e-10       4.147489583253e-12      -1.784028096093e-11       1.116417047470e-14       1.788049867661e-14       5.259876900612e-15      -5.248227345997e-16 
  740       2.888303800495e-10       4.114467077991e-12      -1.788035068498e-11       1.117928550690e-14       1.779178882715e-14       5.259963038389e-15      -5.209678743386e-16 
  741       2.899403888478e-10       4.081102110232e-12      -1.791580363611e-11       1.119451406194e-14       1.770363696831e-14       5.259782686906e-15      -5.170718358862e-16 
  742       2.910520916795e-10       4.047410593215e-12      -1.794662383989e-11       1.120985382053e-14       1.761603913918e-14       5.259341160180e-15      -5.131356262467e-16 
  743       2.921649265721e-10       4.013408624730e-12      -1.797279545428e-11       1.122530243002e-14       1.752899127155e-14       5.258643844893e-15      -5.091602648585e-16 
  744       2.932783255376e-10       3.979112487742e-12      -1.799430277039e-11       1.124085750432e-14       1.744248918945e-14       5.257696200651e-15      -5.051467836373e-16 
  745       2.943917145529e-10       3.944538651023e-12      -1.801113021333e-11       1.125651662379e-14       1.735652860869e-14       5.256503760242e-15      -5.010962270190e-16 
  746       2.955045135392e-10       3.909703769783e-12      -1.802326234292e-11       1.127227733504e-14       1.727110513642e-14       5.255072129898e-15      -4.970096520026e-16 
  747       2.966161363420e-10       3.874624686296e-12      -1.803068385455e-11       1.128813715091e-14       1.718621427068e-14       5.253406989555e-15      -4.928881281930e-16 
  748       2.977259907111e-10       3.839318430532e-12      -1.803337957991e-11       1.130409355026e-14       1.710185139995e-14       5.251514093111e-15      -4.887327378441e-16 
  749       2.988334782804e-10       3.803802220788e-12      -1.803133448778e-11       1.132014397790e-14       1.701801180269e-14       5.249399268686e-15      -4.845445759016e-16 
  750       2.999379945476e-10       3.768093464314e-12      -1.802453368488e-11       1.133628584444e-14       1.693469064689e-14       5.247068418885e-15      -4.803247500458e-16 
  751       3.010389288544e-10       3.732209757946e-12      -1.801296241656e-11       1.135251652616e-14       1.685188298961e-14       5.244527521053e-15      -4.760743807348e-16 
  752       3.021356643661e-10       3.696168888733e-12      -1.799660606766e-11       1.136883336493e-14       1.676958377654e-14       5.241782627540e-15      -4.717946012471e-16 
  753       3.032275780516e-10       3.659988834570e-12      -1.797545016325e-11       1.138523366804e-14       1.668778784157e-14       5.238839865956e-15      -4.674865577247e-16 
  754       3.043140406632e-10       3.623687764823e-12      -1.794948036947e-11       1.140171470808e-14       1.660648990629e-14       5.235705439435e-15      -4.631514092160e-16 
  755       3.053944167164e-10       3.587284040964e-12      -1.791868249424e-11       1.141827372287e-14       1.652568457957e-14       5.232385626892e-15      -4.587903277185e-16 
  756       3.064680644702e-10       3.550796217196e-12      -1.788304248812e-11       1.143490791525e-14       1.644536635710e-14       5.228886783283e-15      -4.544044982220e-16 
  757       3.075343359063e-10       3.514243041085e-12      -1.784254644506e-11       1.145161445303e-14       1.636552962094e-14       5.225215339867e-15      -4.499951187515e-16 
  758       3.085925767095e-10       3.477643454190e-12      -1.779718060317e-11       1.146839046884e-14       1.628616863907e-14       5.221377804465e-15      -4.455634004098e-16 
  759       3.096421262474e-10       3.441016592690e-12      -1.774693134555e-11       1.148523305999e-14       1.620727756494e-14       5.217380761718e-15      -4.411105674206e-16 
  760       3.106823175500e-10       3.404381788018e-12      -1.769178520104e-11       1.150213928839e-14       1.612885043700e-14       5.213230873350e-15      -4.366378571715e-16 
  761       3.117125338086e-10       3.367757484308e-12      -1.763173827086e-11       1.151910613192e-14       1.605088195794e-14       5.208932775148e-15      -4.321463512026e-16 
  762       3.127323790991e-10       3.331157966715e-12      -1.756682470514e-11       1.153613033799e-14       1.597336984953e-14       5.204482723174e-15      -4.276364645317e-16 
  763       3.137415108910e-10       3.294596571628e-12      -1.749708877381e-11       1.155320856694e-14       1.589631254204e-14       5.199874826269e-15      -4.231084466250e-16 
  764       3.147395838173e-10       3.258086764571e-12      -1.742257549298e-11       1.157033744014e-14       1.581970839830e-14       5.195103138122e-15      -4.185625495719e-16 
  765       3.157262496660e-10       3.221642140608e-12      -1.734333062765e-11       1.158751353982e-14       1.574355571352e-14       5.190161657095e-15      -4.139990280929e-16 
  766       3.167011573717e-10       3.185276424748e-12      -1.725940069447e-11       1.160473340896e-14       1.566785271488e-14       5.185044326046e-15      -4.094181395482e-16 
  767       3.176639530071e-10       3.149003472353e-12      -1.717083296443e-11       1.162199355114e-14       1.559259756135e-14       5.179745032152e-15      -4.048201439448e-16 
  768       3.186142797744e-10       3.112837269541e-12      -1.707767546565e-11       1.163929043042e-14       1.551778834333e-14       5.174257606740e-15      -4.002053039448e-16 
  769       3.195517779973e-10       3.076791933593e-12      -1.697997698610e-11       1.165662047121e-14       1.544342308235e-14       5.168575825104e-15      -3.955738848736e-16 
  770       3.204760851121e-10       3.040881713358e-12      -1.687778707632e-11       1.167398005810e-14       1.536949973087e-14       5.162693406336e-15      -3.909261547272e-16 
  771       3.213868356597e-10       3.005120989657e-12      -1.677115605217e-11       1.169136553579e-14       1.529601617186e-14       5.156604013145e-15      -3.862623841807e-16 
  772       3.222836612766e-10       2.969524275692e-12      -1.666013499755e-11       1.170877320890e-14       1.522297021864e-14       5.150301251686e-15      -3.815828465959e-16 
  773       3.231661906870e-10       2.934106217448e-12      -1.654477576718e-11       1.172619934185e-14       1.515035961448e-14       5.143778671383e-15      -3.768878180292e-16 
  774       3.240340496944e-10       2.898881594100e-12      -1.642513098929e-11       1.174364015876e-14       1.507818203238e-14       5.137029764752e-15      -3.721775772399e-16 
  775       3.248868611726e-10       2.863865318420e-12      -1.630125406837e-11       1.176109184327e-14       1.500643507475e-14       5.130047967229e-15      -3.674524056976e-16 
  776       3.257242450577e-10       2.829072437179e-12      -1.617319918793e-11       1.177855053843e-14       1.493511627314e-14       5.122826656991e-15      -3.627125875907e-16 
  777       3.265458183397e-10       2.794518131556e-12      -1.604102131319e-11       1.179601234657e-14       1.486422308792e-14       5.115359154785e-15      -3.579584098336e-16 
  778       3.273511950538e-10       2.760217717540e-12      -1.590477619387e-11       1.181347332916e-14       1.479375290801e-14       5.107638723748e-15      -3.531901620754e-16 
  779       3.281399862721e-10       2.726186646340e-12      -1.576452036688e-11       1.183092950666e-14       1.472370305058e-14       5.099658569233e-15      -3.484081367073e-16 
  780       3.289118000953e-10       2.692440504785e-12      -1.562031115909e-11       1.184837685841e-14       1.465407076079e-14       5.091411838636e-15      -3.436126288707e-16 
  781       3.296662416441e-10       2.658995015736e-12      -1.547220669005e-11       1.186581132252e-14       1.458485321144e-14       5.082891621218e-15      -3.388039364652e-16 
  782       3.304029130507e-10       2.625866038484e-12      -1.532026587473e-11       1.188322879565e-14       1.451604750274e-14       5.074090947930e-15      -3.339823601564e-16 
  783       3.311214134505e-10       2.593069569163e-12      -1.516454842627e-11       1.190062513299e-14       1.444765066199e-14       5.065002791240e-15      -3.291482033838e-16 
  784       3.318213389738e-10       2.560621741150e-12      -1.500511485866e-11       1.191799614802e-14       1.437965964329e-14       5.055620064952e-15      -3.243017723689e-16 
  785       3.325022827371e-10       2.528538825473e-12      -1.484202648958e-11       1.193533761245e-14       1.431207132724e-14       5.045935624039e-15      -3.194433761229e-16 
  786       3.331638348347e-10       2.496837231215e-12      -1.467534544304e-11       1.195264525607e-14       1.424488252070e-14       5.035942264458e-15      -3.145733264549e-16 
  787       3.338055823305e-10       2.465533505922e-12      -1.450513465215e-11       1.196991476659e-14       1.417808995642e-14       5.025632722984e-15      -3.096919379795e-16 
  788       3.344271092491e-10       2.434644336006e-12      -1.433145786188e-11       1.198714178953e-14       1.411169029283e-14       5.014999677026e-15      -3.047995281251e-16 
  789       3.350279965681e-10       2.404186547151e-12      -1.415437963176e-11       1.200432192808e-14       1.404568011369e-14       5.004035744459e-15      -2.998964171414e-16 
  790       3.356078222089e-10       2.374177104722e-12      -1.397396533866e-11       1.202145074298e-14       1.398005592783e-14       4.992733483444e-15      -2.949829281076e-16 
  791       3.361661610288e-10       2.344633114163e-12      -1.379028117945e-11       1.203852375236e-14       1.391481416884e-14       4.981085392254e-15      -2.900593869405e-16 
  792       3.367025848123e-10       2.315571821409e-12      -1.360339417384e-11       1.205553643162e-14       1.384995119481e-14       4.969083909098e-15      -2.851261224018e-16 
  793       3.372166622626e-10       2.287010613291e-12      -1.341337216703e-11       1.207248421332e-14       1.378546328802e-14       4.956721411947e-15      -2.801834661068e-16 
  794       3.377079589935e-10       2.258967017938e-12      -1.322028383249e-11       1.208936248700e-14       1.372134665463e-14       4.943990218357e-15      -2.752317525317e-16 
  795       3.381760375208e-10       2.231458705184e-12      -1.302419867468e-11       1.210616659907e-14       1.365759742443e-14       4.930882585296e-15      -2.702713190219e-16 
  796       3.386204572537e-10       2.204503486976e-12      -1.282518703180e-11       1.212289185269e-14       1.359421165052e-14       4.917390708966e-15      -2.653025057997e-16 
  797       3.390407744865e-10       2.178119317777e-12      -1.262332007853e-11       1.213953350762e-14       1.353118530905e-14       4.903506724627e-15      -2.603256559724e-16 
  798       3.394365423902e-10       2.152324294969e-12      -1.241866982872e-11       1.215608678008e-14       1.346851429887e-14       4.889222706425e-15      -2.553411155402e-16 
  799       3.398073110041e-10       2.127136659267e-12      -1.221130913820e-11       1.217254684265e-14       1.340619444133e-14       4.874530667216e-15      -2.503492334039e-16 
  800       3.401526972129e-10       2.102572601441e-12      -1.200131212484e-11       1.218890919384e-14       1.334422201191e-14       4.859425474159e-15      -2.453504701520e-16 
  801       3.404725960956e-10       2.078639637841e-12      -1.178875543176e-11       1.220517077468e-14       1.328259534671e-14       4.843913654173e-15      -2.403457265804e-16 
  802       3.407669734147e-10       2.055343114848e-12      -1.157371699261e-11       1.222132887225e-14       1.322131326472e-14       4.828004748746e-15      -2.353360211804e-16 
  803       3.410357959847e-10       2.032688391601e-12      -1.135627561908e-11       1.223738075172e-14       1.316037453830e-14       4.811708413085e-15      -2.303223819312e-16 
  804       3.412790316770e-10       2.010680839984e-12      -1.113651100370e-11       1.225332365627e-14       1.309977789293e-14       4.795034416483e-15      -2.253058463276e-16 
  805       3.414966494242e-10       1.989325844627e-12      -1.091450372270e-11       1.226915480705e-14       1.303952200710e-14       4.777992642694e-15      -2.202874614093e-16 
  806       3.416886192249e-10       1.968628802897e-12      -1.069033523876e-11       1.228487140310e-14       1.297960551205e-14       4.760593090300e-15      -2.152682837880e-16 
  807       3.418549121483e-10       1.948595124894e-12      -1.046408790389e-11       1.230047062127e-14       1.292002699161e-14       4.742845873088e-15      -2.102493796768e-16 
  808       3.419955003391e-10       1.929230233446e-12      -1.023584496220e-11       1.231594961621e-14       1.286078498200e-14       4.724761220410e-15      -2.052318249178e-16 
  809       3.421103570221e-10       1.910539564102e-12      -1.000569055273e-11       1.233130552023e-14       1.280187797167e-14       4.706349477566e-15      -2.002167050105e-16 
  810       3.421994565065e-10       1.892528565129e-12      -9.773709712262e-12       1.234653544329e-14       1.274330440105e-14       4.687621106163e-15      -1.952051151404e-16 
  811       3.422627741912e-10       1.875202697506e-12      -9.539988378144e-12       1.236163647294e-14       1.268506266241e-14       4.668586684495e-15      -1.901981602069e-16 
  812       3.423002865689e-10       1.858567434917e-12      -9.304613391093e-12       1.237660567420e-14       1.262715109967e-14       4.649256907908e-15      -1.851969548520e-16 
  813       3.423119712312e-10       1.842628263748e-12      -9.067672498015e-12       1.239144008956e-14       1.256956800815e-14       4.629642589173e-15      -1.802026234883e-16 
  814       3.422978068730e-10       1.827390683080e-12      -8.829254354819e-12       1.240613673888e-14       1.251231163446e-14       4.609754658856e-15      -1.752163003272e-16 
  815       3.422577732973e-10       1.812860204685e-12      -8.589448529232e-12       1.242069261933e-14       1.245538017625e-14       4.589604165687e-15      -1.702391294075e-16 
  816       3.421918514197e-10       1.799042353020e-12      -8.348345503614e-12       1.243510470534e-14       1.239877178205e-14       4.569202276935e-15      -1.652722646238e-16 
  817       3.421000232734e-10       1.785942665222e-12      -8.106036677772e-12       1.244936994850e-14       1.234248455105e-14       4.548560278774e-15      -1.603168697542e-16 
  818       3.419822720135e-10       1.773566691102e-12      -7.862614371776e-12       1.246348527756e-14       1.228651653296e-14       4.527689576656e-15      -1.553741184893e-16 
  819       3.418385819221e-10       1.761919993141e-12      -7.618171828772e-12       1.247744759830e-14       1.223086572776e-14       4.506601695682e-15      -1.504451944597e-16 
  820       3.416689384126e-10       1.751008146483e-12      -7.372803217798e-12       1.249125379349e-14       1.217553008555e-14       4.485308280970e-15      -1.455312912653e-16 
  821       3.414733280342e-10       1.740836738932e-12      -7.126603636597e-12       1.250490072284e-14       1.212050750634e-14       4.463821098030e-15      -1.406336125027e-16 
  822       3.412517384774e-10       1.731411370943e-12      -6.879669114436e-12       1.251838522292e-14       1.206579583987e-14       4.442152033130e-15      -1.357533717939e-16 
  823       3.410041585779e-10       1.722737655622e-12      -6.632096614915e-12       1.253170410710e-14       1.201139288541e-14       4.420313093669e-15      -1.308917928147e-16 
  824       3.407305783213e-10       1.714821218716e-12      -6.383984038788e-12       1.254485416549e-14       1.195729639159e-14       4.398316408548e-15      -1.260501093226e-16 
  825       3.404309888483e-10       1.707667698609e-12      -6.135430226772e-12       1.255783216486e-14       1.190350405618e-14       4.376174228541e-15      -1.212295651855e-16 
  826       3.401053824589e-10       1.701282746319e-12      -5.886534962364e-12       1.257063484859e-14       1.185001352590e-14       4.353898926662e-15      -1.164314144099e-16 
  827       3.397537526173e-10       1.695672025488e-12      -5.637398974657e-12       1.258325893662e-14       1.179682239627e-14       4.331502998540e-15      -1.116569211688e-16 
  828       3.393760939565e-10       1.690841212383e-12      -5.388123941154e-12       1.259570112534e-14       1.174392821138e-14       4.308999062788e-15      -1.069073598307e-16 
  829       3.389724022830e-10       1.686795995884e-12      -5.138812490582e-12       1.260795808757e-14       1.169132846370e-14       4.286399861373e-15      -1.021840149873e-16 
  830       3.385426745812e-10       1.683542077484e-12      -4.889568205708e-12       1.262002647249e-14       1.163902059391e-14       4.263718259988e-15      -9.748818148207e-17 
  831       3.380869090188e-10       1.681085171281e-12      -4.640495626150e-12       1.263190290554e-14       1.158700199071e-14       4.240967248420e-15      -9.282116443852e-17 
  832       3.376051049506e-10       1.679431003974e-12      -4.391700251200e-12       1.264358398841e-14       1.153526999059e-14       4.218159940924e-15      -8.818427928843e-17 
  833       3.370972629236e-10       1.678585314856e-12      -4.143288542628e-12       1.265506629891e-14       1.148382187770e-14       4.195309576592e-15      -8.357885180019e-17 
  834       3.365633846818e-10       1.678553855811e-12      -3.895367927507e-12       1.266634639099e-14       1.143265488361e-14       4.172429519724e-15      -7.900621810709e-17 
  835       3.360034731707e-10       1.679342391305e-12      -3.648046801020e-12       1.267742079459e-14       1.138176618713e-14       4.149533260196e-15      -7.446772473562e-17 
  836       3.354175325418e-10       1.680956698386e-12      -3.401434529279e-12       1.268828601563e-14       1.133115291415e-14       4.126634413837e-15      -6.996472863376e-17 
  837       3.348055681576e-10       1.683402566674e-12      -3.155641452138e-12       1.269893853593e-14       1.128081213740e-14       4.103746722792e-15      -6.549859719927e-17 
  838       3.341675865962e-10       1.686685798359e-12      -2.910778886009e-12       1.270937481315e-14       1.123074087630e-14       4.080884055898e-15      -6.107070830800e-17 
  839       3.335036383615e-10       1.690810247763e-12      -2.666950807285e-12       1.271959182524e-14       1.118093646688e-14       4.058057642978e-15      -5.668212102603e-17 
  840       3.328139468201e-10       1.695771902657e-12      -2.424228738330e-12       1.272958871437e-14       1.113139767901e-14       4.035267724238e-15      -5.233258140945e-17 
  841       3.320987815168e-10       1.701564699973e-12      -2.182676430182e-12       1.273936517147e-14       1.108212361824e-14       4.012511756337e-15      -4.802149946548e-17 
  842       3.313584156842e-10       1.708182476566e-12      -1.942358143756e-12       1.274892089437e-14       1.103311335729e-14       3.989787165198e-15      -4.374827687362e-17 
  843       3.305931262541e-10       1.715618968872e-12      -1.703338651235e-12       1.275825558774e-14       1.098436593593e-14       3.967091345907e-15      -3.951230695787e-17 
  844       3.298031938704e-10       1.723867812571e-12      -1.465683237472e-12       1.276736896321e-14       1.093588036085e-14       3.944421662613e-15      -3.531297465895e-17 
  845       3.289889028999e-10       1.732922542249e-12      -1.229457701387e-12       1.277626073932e-14       1.088765560553e-14       3.921775448428e-15      -3.114965650649e-17 
  846       3.281505414451e-10       1.742776591055e-12      -9.947283573663e-13       1.278493064162e-14       1.083969061012e-14       3.899150005326e-15      -2.702172059131e-17 
  847       3.272884013559e-10       1.753423290368e-12      -7.615620366602e-13       1.279337840264e-14       1.079198428130e-14       3.876542604042e-15      -2.292852653761e-17 
  848       3.264027782414e-10       1.764855869451e-12      -5.300260887807e-13       1.280160376196e-14       1.074453549217e-14       3.853950483973e-15      -1.886942547519e-17 
  849       3.254939714820e-10       1.777067455117e-12      -3.001883829001e-13       1.280960646620e-14       1.069734308209e-14       3.831370853080e-15      -1.484376001169e-17 
  850       3.245622842412e-10       1.790051071387e-12      -7.211730924919e-14       1.281738626910e-14       1.065040585660e-14       3.808800887780e-15      -1.085086420481e-17 
  851       3.236080234777e-10       1.803799639153e-12       1.541182194844e-13       1.282494293149e-14       1.060372258726e-14       3.786237732853e-15      -6.890063534509e-18 
  852       3.226314999573e-10       1.818305975837e-12       3.784487667582e-13       1.283227622135e-14       1.055729201150e-14       3.763678501341e-15      -2.960674875265e-18 
  853       3.216330282647e-10       1.833562795053e-12       6.008043707767e-13       1.283938591385e-14       1.051111283257e-14       3.741120274443e-15       9.379935317288e-19 
